from,Abu Dhabi,Acajutla,Ain Sokhna,Aliaga LNG,Altamira,Ambon,Aqaba,Arun,Arzew,Ashdod,Bahia Blanca,Bal Haf LNG,Barcelona,Batangas,Bethioua,Bilbao,Bintulu,Bonny,Bontang,Brass,Brownsville,Cai Mep Gas Terminal,Cameron,Cao Fei Dian 11,Cartagena,Caucedo,Chita - LNG,Chittagong,Chiwan,Coega,"Colon, Panama",Coos Bay,Corpus Christi,Costa Azul,Cove Point,Dabhol,Dahej,Dalian,Dampier,Dangjin,Dar-es-Salaam,Darwin,Dili,Donghae,Dragon,Drovyanoy,Dunkirk,Elba Island,Ennore,Escobar,Everett,Falconara,Ferrol,Fort de France,Fos - Cavaou,Freeport,Fujairah,Fujian,Futtsu,Gangavaram,Gioia Tauro,Gladstone,Golden Pass,Guangdong,Guayama,Guayanilla,Gwangyang,Hachinohe,Haikou,Haldia,Halifax,Hammerfest,Hatsukaichi,Hazira,Higashi-Ogishima,Himeji,Hitachi,Ho Chi Min City,Holyhead,Huelva,Idku,Inchon,Ishikariwan-Shinko,Isle of Grain,Jebel Ali,Jiangsu,Johore,Jorf Lasfar,Jurong Island,Kagoshima,Kakinada,Karachi,Karwar,Khor al Zubair,Kitakyushu,Kitimat,Klaipeda,Koper,Kribi,Krk Island,Kushiro,Lahad Datu,Lake Charles,Le Havre,Lianyungang,Limassol,Limerick,Livorno,Lumut,Luwuk,Manzanillo,Map Ta Phut,Marmara Ereglisi,Marsa el Brega,Mejillones,Mina Al-Ahmadi,Mizushima,Mombasa,Montevideo,Montoir,Mossel Bay,Mozambique Port,Mundra,Nagasaki,Nanao,Naoetsu,Negishi,New Plymouth,Niigata-Higashi,Northeast Gateway,Offshore Haldia No.1 (TA),Ohgishima,Oita - LNG Berth,Okinawa,Ortona,Paldiski South Harbour,Pampa Melchorita,Panjang,Pars,Pascagoula,Pecem,Pipavav,Plaquemines,Pluto LNG Jetty,Point Fortin,Pointe-a-Pitre,Port Esquivel,Port Moresby,Porto Empedocle,Prigorodnoye,Prince Rupert,Punta Europa,Pyeong Taek,Qalhat LNG Terminal,Qingdao,Qinhuangdao,Qinzhou,Quintero,Ras Laffan,Revithousa,Rio Grande,Rosarito,Rosignano LNG,Rostock,Rotterdam,Sabine Pass,Sagunto,Saint John,Sakai LNG,Sakaide,Salvador,Santa Cruz de Tenerife,Sao Francisco do Sul,Savannah,Semarang,Senboku,Sendai,Shanghai,Shenzhen,Shimizu,Shinminato,Sines,Skikda,Sodegaura,Soma,South Hook,Soyo,Sungai Udang,Swinoujscie,Taichung,Talcahuano,Tangguh,Taranto,Teesport,Tianjin Lingang,Tobata,Tombak,Tong Yong,Trieste,Tripoli,Vladivostok,Vyborg,Wakayama,Wilhelmshaven,Yanai,Yangshan,Yokkaichi,Yung-an,Yuzhny,Zeebrugge,Zhangjiagang,Bahrain,Guanabara
Bahia Blanca,9859.000,5527.000,7644.000,7247.000,6837.000,9209.000,7926.000,8853.000,5861.000,7614.000,,9192.000,6119.000,10322.000,5861.000,6171.000,9208.000,4669.000,9853.000,4615.000,6805.000,9953.000,6748.000,11238.000,5846.000,5171.000,10428.000,9275.000,10768.000,4181.000,5694.000,7861.000,6835.000,7011.000,6187.000,8686.000,8984.000,11118.000,8861.000,10953.000,6096.000,9153.000,9251.000,10836.000,6376.000,8919.000,6569.000,6121.000,8589.000,702.000,6148.000,7220.000,5940.000,4657.000,6296.000,6775.000,9635.000,10729.000,10358.000,8841.000,6628.000,7144.000,6744.000,10759.000,4991.000,5019.000,10758.000,10519.000,10684.000,9173.000,6028.000,7789.000,10601.000,8899.000,10360.000,10632.000,10387.000,9985.000,6467.000,5605.000,7423.000,10997.000,10816.000,6631.000,9814.000,10851.000,9366.000,5361.000,9327.000,10502.000,8810.000,9209.000,8513.000,10228.000,10599.000,8504.000,7578.000,7342.000,4726.000,7287.000,10525.000,10068.000,6754.000,6475.000,11051.000,7516.000,6383.000,6476.000,10062.000,9604.000,6047.000,10086.000,7385.000,7000.000,3319.000,10174.000,10675.000,6247.000,561.000,6260.000,4034.000,5538.000,9091.000,10604.000,10918.000,10884.000,10352.000,5713.000,10827.000,6137.000,9101.000,10355.000,10532.000,10344.000,7147.000,7779.000,3860.000,8866.000,9940.000,6618.000,2938.000,8920.000,6599.000,8858.000,4635.000,4720.000,5549.000,7951.000,6525.000,10729.000,8541.000,4718.000,10989.000,9431.000,11038.000,11237.000,10706.000,2731.000,9945.000,7117.000,750.000,7035.000,6477.000,7355.000,6670.000,6741.000,6004.000,6173.000,10609.000,10665.000,2161.000,4931.000,1173.000,6127.000,9193.000,10610.000,10447.000,10809.000,10767.000,10421.000,10928.000,5591.000,6210.000,10364.000,10430.000,6373.000,4496.000,9212.000,7386.000,10663.000,2501.000,9639.000,6887.000,6862.000,11283.000,10596.000,9952.000,10744.000,7342.000,7640.000,11022.000,7939.000,10580.000,6903.000,10559.000,10747.000,10429.000,10528.000,7778.000,6609.000,10877.000,10025.000,
Bahrain,,13450.000,3096.000,3821.000,10031.000,5385.000,3043.000,3252.000,4896.000,3336.000,10025.000,1619.000,4818.000,5067.000,4907.000,6082.000,3601.000,8522.000,5050.000,8457.000,10008.000,4346.000,9924.000,6514.000,4916.000,8702.000,6509.000,3450.000,5161.000,5930.000,9471.000,10839.000,10027.000,11525.000,8577.000,1436.000,1362.000,6394.000,4908.000,6281.000,6115.000,5480.000,5175.000,6407.000,6302.000,8922.000,6486.000,8832.000,2764.000,10011.000,8176.000,4424.000,5850.000,8417.000,4813.000,9955.000,455.000,5751.000,6630.000,3016.000,4499.000,7537.000,9919.000,5176.000,8527.000,8565.000,6202.000,6985.000,5077.000,3348.000,7840.000,7792.000,6356.000,1394.000,6631.000,6447.000,6722.000,4378.000,6398.000,5264.000,3375.000,6326.000,6991.000,6548.000,310.000,6056.000,3759.000,5384.000,3720.000,6124.000,2985.000,964.000,1579.000,341.000,6262.000,10567.000,7495.000,4545.000,8657.000,4490.000,7091.000,5023.000,9929.000,6393.000,6292.000,3420.000,6376.000,4675.000,4455.000,5344.000,12526.000,4479.000,3992.000,4015.000,11866.000,287.000,6402.000,6266.000,9869.000,6171.000,6111.000,5563.000,1154.000,6136.000,6675.000,6679.000,6623.000,8170.000,6727.000,8155.000,3276.000,6626.000,6287.000,5814.000,4350.000,7696.000,12407.000,3932.000,133.000,9704.000,8164.000,1288.000,9731.000,4905.000,8588.000,8361.000,9076.000,6490.000,4236.000,7186.000,10381.000,8590.000,6317.000,646.000,6279.000,6513.000,5099.000,11278.000,212.000,3825.000,9773.000,11512.000,4675.000,7273.000,6587.000,9916.000,4886.000,8107.000,6425.000,6397.000,8660.000,5864.000,9677.000,8838.000,4273.000,6425.000,6832.000,5984.000,5160.000,6553.000,6685.000,5443.000,4559.000,6636.000,6814.000,6299.000,8128.000,3605.000,7303.000,5685.000,11048.000,5711.000,4160.000,6780.000,6559.000,6260.000,127.000,6246.000,4546.000,3481.000,6749.000,7856.000,6396.000,6820.000,6313.000,5911.000,6510.000,5345.000,4385.000,6526.000,6051.000,,
Bal Haf LNG,1457.000,13649.000,1565.000,2291.000,8501.000,5584.000,1513.000,3451.000,3366.000,1806.000,9192.000,,3286.000,5260.000,3375.000,4550.000,3794.000,6990.000,5243.000,6925.000,8475.000,4538.000,8392.000,6707.000,3384.000,7170.000,6702.000,3643.000,5354.000,6122.000,7939.000,11032.000,8495.000,11717.000,7045.000,1629.000,1575.000,6586.000,5100.000,6474.000,6308.000,5672.000,5367.000,6599.000,4770.000,7390.000,4954.000,7300.000,2956.000,8934.000,6644.000,2892.000,4318.000,6885.000,3281.000,8423.000,1199.000,5943.000,6822.000,3208.000,2967.000,7729.000,8387.000,5369.000,6995.000,7033.000,6394.000,7177.000,5270.000,3540.000,6307.000,6260.000,6548.000,1501.000,6824.000,6640.000,6914.000,4570.000,4866.000,3732.000,1843.000,6518.000,7184.000,5016.000,1392.000,6248.000,3952.000,3852.000,3912.000,6317.000,3178.000,1308.000,1772.000,1806.000,6455.000,10759.000,5963.000,3013.000,7125.000,2958.000,7283.000,5216.000,8397.000,4861.000,6484.000,1888.000,4844.000,3143.000,4648.000,5536.000,12719.000,4671.000,2460.000,2483.000,12059.000,1752.000,6594.000,6458.000,8793.000,4639.000,6303.000,5756.000,1405.000,6329.000,6867.000,6871.000,6815.000,8363.000,6919.000,6623.000,3468.000,6819.000,6479.000,6006.000,2818.000,6164.000,12600.000,4124.000,1518.000,8172.000,6632.000,1501.000,8199.000,5097.000,7056.000,6829.000,7544.000,6682.000,2704.000,7379.000,10574.000,7058.000,6510.000,985.000,6471.000,6706.000,5291.000,11470.000,1523.000,2293.000,8517.000,11704.000,3142.000,5740.000,5055.000,8384.000,3354.000,6575.000,6617.000,6590.000,7128.000,4332.000,8144.000,7306.000,4465.000,6618.000,7024.000,6176.000,5352.000,6745.000,6878.000,3911.000,3027.000,6828.000,7007.000,4767.000,7413.000,3797.000,5771.000,5878.000,11241.000,5904.000,2628.000,5247.000,6752.000,6453.000,1530.000,6439.000,3014.000,1949.000,6941.000,6324.000,6588.000,5288.000,6506.000,6104.000,6702.000,5537.000,2853.000,4994.000,6243.000,1619.000,
Barcelona,4657.000,11321.000,1729.000,1328.000,5428.000,8783.000,2010.000,6650.000,352.000,1695.000,6119.000,3286.000,,8459.000,352.000,1470.000,6992.000,3910.000,8442.000,3845.000,5396.000,7737.000,5312.000,9905.000,288.000,4090.000,9900.000,6841.000,8552.000,6075.000,4859.000,13657.000,5415.000,12807.000,3965.000,4827.000,4774.000,9785.000,8299.000,9673.000,8041.000,8871.000,8566.000,9798.000,1690.000,4311.000,1874.000,4220.000,6155.000,5855.000,3565.000,1297.000,1239.000,3805.000,192.000,5343.000,4398.000,9142.000,10021.000,6407.000,686.000,10928.000,5308.000,8567.000,3915.000,3953.000,9593.000,10376.000,8469.000,6739.000,3228.000,3180.000,9747.000,4807.000,10022.000,9838.000,10113.000,7769.000,1786.000,652.000,1499.000,9717.000,10383.000,1937.000,4591.000,9447.000,7150.000,772.000,7111.000,9515.000,6377.000,4506.000,4971.000,5005.000,9654.000,13958.000,2883.000,1418.000,4045.000,1363.000,10482.000,8415.000,5317.000,1781.000,9683.000,1593.000,1764.000,392.000,7846.000,8735.000,11843.000,7870.000,1465.000,1077.000,9116.000,4951.000,9793.000,8191.000,5713.000,1559.000,5928.000,7482.000,4604.000,9527.000,10066.000,10070.000,10014.000,11510.000,10118.000,3543.000,6667.000,10017.000,9678.000,9205.000,1223.000,3085.000,9657.000,7323.000,4717.000,5092.000,3552.000,4700.000,5120.000,8296.000,3976.000,3749.000,4464.000,9881.000,595.000,10578.000,13772.000,3978.000,9708.000,4184.000,9670.000,9905.000,8490.000,8528.000,4722.000,1193.000,5437.000,12831.000,393.000,2661.000,1975.000,5304.000,155.000,3495.000,9816.000,9789.000,4048.000,1252.000,5065.000,4226.000,7664.000,9817.000,10223.000,9375.000,8551.000,9944.000,10076.000,831.000,355.000,10027.000,10206.000,1687.000,4333.000,6996.000,2691.000,9076.000,8298.000,9103.000,964.000,2168.000,9951.000,9651.000,4728.000,9638.000,1418.000,1717.000,10140.000,3244.000,9787.000,2209.000,9705.000,9302.000,9901.000,8736.000,1859.000,1914.000,9442.000,4818.000,
Batangas,4906.000,8634.000,6752.000,7478.000,13688.000,1474.000,6700.000,1838.000,8552.000,6992.000,10322.000,5260.000,8459.000,,8569.000,9743.000,1485.000,9387.000,980.000,9373.000,13669.000,925.000,13585.000,1747.000,8578.000,12363.000,1714.000,2887.000,709.000,6581.000,13132.000,6046.000,13689.000,6726.000,12239.000,3728.000,4026.000,1627.000,2187.000,1514.000,6777.000,1962.000,1590.000,1631.000,9963.000,12584.000,10147.000,12494.000,2946.000,10672.000,11838.000,8085.000,9512.000,12078.000,8475.000,13616.000,4691.000,984.000,1836.000,2927.000,8161.000,3537.000,13581.000,689.000,12189.000,12227.000,1426.000,2191.000,777.000,2944.000,11501.000,11453.000,1569.000,3941.000,1838.000,1654.000,1928.000,957.000,10059.000,8926.000,7036.000,1558.000,2216.000,10210.000,4870.000,1288.000,1348.000,9045.000,1366.000,1346.000,2949.000,4263.000,3542.000,5284.000,1487.000,5773.000,11156.000,8207.000,9307.000,8152.000,2315.000,,13591.000,10054.000,1525.000,7082.000,10038.000,8337.000,720.000,,7726.000,1485.000,7654.000,7677.000,10196.000,5230.000,1616.000,6927.000,10531.000,9832.000,6756.000,6225.000,4143.000,1361.000,1899.000,1903.000,1829.000,4681.000,1951.000,11817.000,2867.000,1833.000,1501.000,1019.000,8012.000,11358.000,10091.000,1900.000,4996.000,13366.000,10644.000,3961.000,13393.000,2183.000,12250.000,12023.000,12738.000,2731.000,7898.000,2411.000,5588.000,9364.000,1550.000,4487.000,1512.000,1746.000,985.000,9818.000,5001.000,7487.000,10413.000,6714.000,8336.000,10934.000,10248.000,13578.000,8547.000,11768.000,1632.000,1611.000,10287.000,9526.000,10396.000,12500.000,1716.000,1632.000,2038.000,1216.000,708.000,1758.000,1909.000,9105.000,8221.000,1842.000,2021.000,9960.000,8769.000,1488.000,10964.000,918.000,9629.000,1508.000,7822.000,10441.000,1792.000,1484.000,5008.000,1471.000,8207.000,7143.000,1973.000,11517.000,1603.000,10482.000,1527.000,1144.000,1715.000,615.000,8047.000,10188.000,1284.000,5067.000,
Bethioua,4746.000,11063.000,1818.000,1421.000,5170.000,8872.000,2099.000,6739.000,5.000,1787.000,5861.000,3375.000,352.000,8569.000,,1209.000,7085.000,3649.000,8534.000,3583.000,5134.000,7830.000,5051.000,9998.000,114.000,3829.000,9993.000,6934.000,8645.000,5813.000,4597.000,13396.000,5154.000,12546.000,3704.000,4920.000,4867.000,9878.000,8392.000,9766.000,7779.000,8964.000,8659.000,9891.000,1429.000,4049.000,1612.000,3959.000,6248.000,5593.000,3303.000,1393.000,977.000,3543.000,523.000,5081.000,4491.000,9235.000,10114.000,6500.000,802.000,11021.000,5046.000,8660.000,3654.000,3692.000,9686.000,10469.000,8562.000,6832.000,2966.000,2918.000,9840.000,4900.000,10115.000,9931.000,10206.000,7862.000,1525.000,391.000,1596.000,9810.000,10476.000,1675.000,4683.000,9540.000,7243.000,510.000,7204.000,9608.000,6469.000,4599.000,5064.000,5098.000,9746.000,14039.000,2621.000,1515.000,3784.000,1460.000,10575.000,8508.000,5056.000,1519.000,9776.000,1689.000,1503.000,676.000,7939.000,8828.000,11582.000,7963.000,1558.000,1173.000,8854.000,5044.000,9886.000,7930.000,5452.000,1298.000,5667.000,7221.000,4696.000,9620.000,10159.000,10163.000,10107.000,11248.000,10211.000,3282.000,6760.000,10110.000,9771.000,9298.000,1320.000,2823.000,9395.000,7416.000,4810.000,4831.000,3290.000,4793.000,4858.000,8389.000,3715.000,3488.000,4203.000,9974.000,699.000,10670.000,13865.000,3717.000,9801.000,4276.000,9763.000,9997.000,8583.000,8266.000,4815.000,1290.000,5176.000,12570.000,677.000,2399.000,1714.000,5043.000,241.000,3233.000,9909.000,9882.000,3787.000,991.000,4803.000,3965.000,7757.000,9909.000,10316.000,9468.000,8644.000,10037.000,10169.000,570.000,383.000,10120.000,10298.000,1425.000,4072.000,7089.000,2429.000,9169.000,8036.000,9196.000,1060.000,1906.000,10043.000,9744.000,4821.000,9730.000,1515.000,1813.000,10233.000,2982.000,9880.000,1947.000,9798.000,9395.000,9994.000,8829.000,1952.000,1653.000,9535.000,4907.000,
Bilbao,5920.000,11391.000,2992.000,2596.000,4919.000,10047.000,3274.000,7914.000,1209.000,2962.000,6171.000,4550.000,1470.000,9743.000,1209.000,,8228.000,3978.000,9677.000,3913.000,4882.000,8973.000,4799.000,11141.000,1162.000,3694.000,11136.000,8077.000,9788.000,6143.000,4463.000,13715.000,4902.000,12865.000,3380.000,6063.000,6010.000,11021.000,9535.000,10908.000,8109.000,10107.000,9802.000,11034.000,558.000,3230.000,714.000,3657.000,7391.000,5897.000,2927.000,2536.000,273.000,3486.000,1612.000,4830.000,5634.000,10378.000,11257.000,7643.000,1944.000,12164.000,4794.000,9803.000,3541.000,3579.000,10829.000,11612.000,9704.000,7975.000,2578.000,2099.000,10983.000,6042.000,11258.000,11074.000,11349.000,9005.000,654.000,849.000,2739.000,10953.000,11618.000,777.000,5826.000,10683.000,8386.000,952.000,8347.000,10751.000,7612.000,5742.000,6206.000,6240.000,10889.000,14358.000,1723.000,2658.000,4113.000,2603.000,11718.000,9650.000,4804.000,621.000,10919.000,2832.000,711.000,1792.000,9082.000,9971.000,11901.000,9106.000,2701.000,2316.000,9174.000,6187.000,11029.000,8259.000,5755.000,250.000,5996.000,7550.000,5839.000,10763.000,11302.000,11306.000,11250.000,11567.000,11354.000,2905.000,7903.000,11253.000,10914.000,10441.000,2463.000,1925.000,9715.000,8559.000,5953.000,4579.000,3532.000,5936.000,4606.000,9532.000,3683.000,,4037.000,11117.000,1842.000,11813.000,14395.000,4046.000,10944.000,5419.000,10906.000,11140.000,9726.000,8585.000,5958.000,2433.000,5479.000,12889.000,1793.000,1501.000,815.000,4791.000,1320.000,2856.000,11052.000,11024.000,4084.000,1284.000,5106.000,3663.000,8900.000,11052.000,11459.000,10611.000,9787.000,11180.000,11312.000,667.000,1526.000,11263.000,11441.000,555.000,4401.000,8232.000,1531.000,10312.000,8356.000,10338.000,2203.000,1008.000,11186.000,10887.000,5964.000,10873.000,2658.000,2956.000,11376.000,2084.000,11023.000,1049.000,10940.000,10538.000,11137.000,9972.000,3094.000,754.000,10678.000,6082.000,
Bintulu,3440.000,9853.000,5286.000,6011.000,12221.000,1890.000,5233.000,372.000,7086.000,5526.000,9208.000,3794.000,6992.000,1485.000,7085.000,8228.000,,7934.000,1559.000,7920.000,12185.000,761.000,12101.000,2933.000,7093.000,10880.000,2926.000,1410.000,1576.000,5116.000,11651.000,7255.000,12203.000,7940.000,10756.000,2251.000,2546.000,2810.000,1883.000,2694.000,5302.000,2119.000,1695.000,2822.000,8458.000,11087.000,8633.000,11016.000,1470.000,9198.000,10357.000,6600.000,7995.000,10595.000,6988.000,12132.000,3214.000,2166.000,3039.000,1452.000,6674.000,4087.000,12097.000,1591.000,10705.000,10743.000,2617.000,3400.000,1497.000,1468.000,10008.000,9954.000,2771.000,2463.000,3045.000,2864.000,3137.000,793.000,8554.000,7440.000,5550.000,2728.000,3406.000,8719.000,3398.000,2471.000,175.000,7562.000,134.000,2539.000,1474.000,2786.000,2065.000,3804.000,2677.000,6982.000,9658.000,6705.000,7854.000,6663.000,3506.000,1438.000,12106.000,8534.000,2707.000,5595.000,8541.000,6850.000,870.000,1852.000,8933.000,886.000,6182.000,6206.000,10872.000,3759.000,2809.000,5456.000,9060.000,8361.000,5301.000,4753.000,2672.000,2543.000,3082.000,3086.000,3030.000,5268.000,3134.000,10345.000,1396.000,3033.000,2693.000,2220.000,6541.000,9887.000,10911.000,980.000,3525.000,11894.000,9194.000,2490.000,11922.000,1872.000,10778.000,10551.000,11266.000,3033.000,6427.000,3593.000,6788.000,7914.000,2724.000,3015.000,2686.000,2920.000,1505.000,10390.000,3530.000,6016.000,8963.000,7919.000,6865.000,9463.000,8777.000,12107.000,7076.000,10297.000,2831.000,2804.000,8837.000,8055.000,8946.000,11028.000,858.000,2832.000,3239.000,2390.000,1567.000,2960.000,3092.000,7633.000,6749.000,3042.000,3221.000,8489.000,7319.000,4.000,9493.000,2092.000,10160.000,2212.000,6351.000,8942.000,2966.000,2667.000,3537.000,2653.000,6736.000,5671.000,3155.000,10046.000,2803.000,9011.000,2720.000,2318.000,2917.000,1752.000,6576.000,8716.000,2458.000,3601.000,
Bonny,8360.000,9519.000,5433.000,5036.000,6346.000,8729.000,5714.000,7579.000,3649.000,5402.000,4669.000,6990.000,3910.000,9387.000,3649.000,3978.000,7934.000,,8527.000,94.000,6310.000,8679.000,6226.000,10847.000,3634.000,4671.000,10842.000,7999.000,9494.000,2854.000,5290.000,11852.000,6329.000,11002.000,5256.000,7409.000,7708.000,10727.000,7605.000,10615.000,4820.000,8568.000,8418.000,10740.000,4208.000,6804.000,4392.000,5365.000,7312.000,4439.000,5051.000,5009.000,3757.000,4171.000,4085.000,6257.000,8106.000,10084.000,10963.000,7564.000,4416.000,9641.000,6222.000,9509.000,4466.000,4502.000,10535.000,11318.000,9411.000,7896.000,4770.000,5674.000,10689.000,7622.000,10964.000,10780.000,11055.000,8711.000,4304.000,3394.000,5211.000,10659.000,11325.000,4455.000,8299.000,10389.000,8092.000,3150.000,8053.000,10457.000,7534.000,7933.000,7236.000,8713.000,10595.000,12496.000,5401.000,5130.000,214.000,5075.000,11424.000,8838.000,6231.000,4299.000,10625.000,5305.000,4259.000,4264.000,8779.000,8742.000,10038.000,8812.000,5173.000,4789.000,7311.000,8659.000,10735.000,4971.000,4298.000,4077.000,2708.000,4262.000,7814.000,10469.000,11008.000,11012.000,10956.000,9593.000,11060.000,5040.000,7824.000,10959.000,10620.000,10147.000,4935.000,5603.000,7852.000,7548.000,8425.000,6006.000,2831.000,7643.000,6034.000,7602.000,4231.000,4188.000,5103.000,9605.000,4314.000,11519.000,12532.000,136.000,10650.000,7892.000,10612.000,10847.000,9432.000,6723.000,8430.000,4905.000,4047.000,11026.000,4265.000,5179.000,4493.000,6219.000,3792.000,4991.000,10758.000,10731.000,2954.000,2732.000,3741.000,5371.000,7880.000,10758.000,11165.000,10317.000,9493.000,10886.000,11018.000,3385.000,3998.000,10969.000,11148.000,4205.000,738.000,7938.000,5209.000,10018.000,6493.000,9109.000,4676.000,4686.000,10893.000,10593.000,8437.000,10579.000,5130.000,5429.000,11082.000,5762.000,10729.000,4727.000,10647.000,10244.000,10843.000,9678.000,5567.000,4432.000,10384.000,8522.000,
Bontang,4889.000,9033.000,6735.000,7461.000,13671.000,1033.000,6683.000,1914.000,8535.000,6975.000,9853.000,5243.000,8442.000,980.000,8534.000,9677.000,1559.000,8527.000,,8513.000,13641.000,1404.000,13558.000,2644.000,8550.000,12017.000,2498.000,2960.000,1601.000,5734.000,12539.000,6649.000,13661.000,7212.000,12211.000,3700.000,3998.000,2524.000,1326.000,2411.000,6044.000,1325.000,845.000,2528.000,9935.000,12556.000,10119.000,12466.000,3019.000,9827.000,11810.000,8057.000,9484.000,11502.000,8447.000,13588.000,4663.000,1881.000,2577.000,3001.000,8133.000,3237.000,13553.000,1582.000,11837.000,11864.000,2323.000,2927.000,1664.000,3018.000,11473.000,11425.000,2408.000,3912.000,2579.000,2466.000,2664.000,1436.000,10031.000,8898.000,7009.000,2456.000,3113.000,10182.000,4842.000,2186.000,1422.000,9017.000,1439.000,2209.000,3023.000,4235.000,3514.000,5256.000,2383.000,6440.000,11128.000,8179.000,8446.000,8124.000,3075.000,430.000,13563.000,10026.000,2422.000,7054.000,10010.000,8309.000,984.000,995.000,8126.000,1865.000,7626.000,7649.000,10029.000,5203.000,2454.000,6194.000,9686.000,9805.000,5903.000,5491.000,4115.000,2258.000,2796.000,2800.000,2571.000,4426.000,2848.000,11789.000,2941.000,2574.000,2339.000,1894.000,7984.000,11330.000,10003.000,1161.000,4969.000,13338.000,9783.000,3933.000,13365.000,1323.000,11481.000,11566.000,12394.000,2191.000,7870.000,3307.000,6254.000,8503.000,2447.000,4459.000,2409.000,2643.000,1871.000,9594.000,4973.000,7459.000,9553.000,7199.000,8308.000,10906.000,10221.000,13550.000,8520.000,11740.000,2444.000,2450.000,9427.000,9498.000,9536.000,12472.000,856.000,2444.000,2774.000,2114.000,1600.000,2522.000,2806.000,9077.000,8193.000,2583.000,2757.000,9932.000,7908.000,1562.000,10936.000,1815.000,9404.000,1339.000,7794.000,10413.000,2689.000,2381.000,4980.000,2368.000,8179.000,7115.000,2870.000,11489.000,2415.000,10454.000,2366.000,2041.000,2499.000,1512.000,8019.000,10160.000,2181.000,5050.000,
Brass,8295.000,9473.000,5367.000,4970.000,6281.000,8715.000,5649.000,7565.000,3584.000,5337.000,4615.000,6925.000,3845.000,9373.000,3583.000,3913.000,7920.000,94.000,8513.000,,6244.000,8665.000,6161.000,10833.000,3569.000,4605.000,10828.000,7985.000,9480.000,2840.000,5224.000,11806.000,6264.000,10957.000,5190.000,7395.000,7694.000,10713.000,7591.000,10601.000,4806.000,8554.000,8404.000,10726.000,4143.000,6739.000,4327.000,5300.000,7298.000,4384.000,4985.000,4943.000,3691.000,4105.000,4019.000,6191.000,8041.000,10070.000,10949.000,7550.000,4351.000,9627.000,6156.000,9495.000,4401.000,4437.000,10521.000,11304.000,9397.000,7882.000,4704.000,5608.000,10675.000,7608.000,10950.000,10766.000,11041.000,8697.000,4239.000,3328.000,5146.000,10645.000,11311.000,4389.000,8233.000,10375.000,8078.000,3084.000,8039.000,10443.000,7520.000,7919.000,7222.000,8647.000,10581.000,12450.000,5336.000,5065.000,230.000,5010.000,11410.000,8824.000,6166.000,4234.000,10611.000,5239.000,4193.000,4199.000,8765.000,8728.000,9992.000,8798.000,5108.000,4723.000,7265.000,8594.000,10721.000,4957.000,4243.000,4012.000,2694.000,4248.000,7800.000,10455.000,10994.000,10998.000,10942.000,9579.000,11046.000,4975.000,7810.000,10945.000,10606.000,10133.000,4870.000,5537.000,7806.000,7534.000,8360.000,5941.000,2767.000,7629.000,5968.000,7588.000,4166.000,4122.000,5038.000,9591.000,4248.000,11505.000,12486.000,158.000,10636.000,7826.000,10598.000,10833.000,9418.000,6677.000,8364.000,4840.000,3991.000,10980.000,4200.000,5114.000,4428.000,6153.000,3727.000,4925.000,10744.000,10717.000,2892.000,2666.000,3683.000,5305.000,7866.000,10744.000,11151.000,10303.000,9479.000,10872.000,11004.000,3320.000,3933.000,10955.000,11134.000,4140.000,732.000,7924.000,5144.000,10004.000,6447.000,9095.000,4610.000,4620.000,10879.000,10579.000,8371.000,10565.000,5065.000,5363.000,11068.000,5697.000,10715.000,4661.000,10633.000,10230.000,10829.000,9664.000,5501.000,4367.000,10370.000,8457.000,
