from,Abu Dhabi,Acajutla,Ain Sokhna,Aliaga LNG,Altamira,Ambon,Aqaba,Arun,Arzew,Ashdod,Bahia Blanca,Bahrain,Bal Haf LNG,Barcelona,Batangas,Bethioua,Bilbao,Bintulu,Bonny,Bontang,Brass,Brownsville,Cai Mep Gas Terminal,Cameron,Cao Fei Dian 11,Cartagena,Caucedo,Chita - LNG,Chittagong,Chiwan,Coega,"Colon, Panama",Coos Bay,Corpus Christi,Costa Azul,Cove Point,Dabhol,Dahej,Dalian,Dampier,Dangjin,Dar-es-Salaam,Darwin,Dili,Donghae,Dragon,Drovyanoy,Dunkirk,Elba Island,Ennore,Escobar,Everett,Falconara,Ferrol,Fort de France,Fos - Cavaou,Freeport,Fujairah,Fujian,Futtsu,Gangavaram,Gioia Tauro,Gladstone,Golden Pass,Guanabara,Guangdong,Guayama,Guayanilla,Gwangyang,Hachinohe,Haikou,Haldia,Halifax,Hammerfest,Hatsukaichi,Hazira,Higashi-Ogishima,Himeji,Hitachi,Ho Chi Min City,Holyhead,Huelva,Idku,Inchon,Ishikariwan-Shinko,Isle of Grain,Jebel Ali,Jiangsu,Johore,Jorf Lasfar,Jurong Island,Kagoshima,Kakinada,Karachi,Karwar,Khor al Zubair,Kitakyushu,Kitimat,Klaipeda,Koper,Kribi,Krk Island,Kushiro,Lahad Datu,Lake Charles,Le Havre,Lianyungang,Limassol,Limerick,Livorno,Lumut,Luwuk,Manzanillo,Map Ta Phut,Marmara Ereglisi,Marsa el Brega,Mejillones,Mina Al-Ahmadi,Mizushima,Mombasa,Montevideo,Montoir,Mossel Bay,Mozambique Port,Mundra,Nagasaki,Nanao,Naoetsu,Negishi,New Plymouth,Niigata-Higashi,Northeast Gateway,Offshore Haldia No.1 (TA),Ogishima,Oita - LNG Berth,Okinawa,Ortona,Paldiski South Harbour,Pampa Melchorita,Panjang,Pars,Pascagoula,Pecem,Pipavav,Plaquemines,Pluto LNG Jetty,Point Fortin,Pointe-a-Pitre,Port Esquivel,Port Moresby,Porto Empedocle,Prigorodnoye,Prince Rupert,Punta Europa,Pyeong Taek,Qalhat LNG Terminal,Qingdao,Qinhuangdao,Qinzhou,Quintero,Ras Laffan,Revithousa,Rio Grande,Rosarito,Rosignano LNG,Rostock,Rotterdam,Sabine Pass,Sagunto,Saint John,Sakai LNG,Sakaide,Salvador,Santa Cruz de Tenerife,Sao Francisco do Sul,Savannah,Semarang,Senboku,Sendai,Shanghai,Shenzhen,Shimizu,Shinminato,Sines,Skikda,Sodegaura,Soma,South Hook,Soyo,Sungai Udang,Swinoujscie,Taichung,Talcahuano,Tangguh,Taranto,Teesport,Tianjin Lingang,Tobata,Tombak,Tong Yong,Trieste,Tripoli,Vladivostok,Vyborg,Wakayama,Wilhelmshaven,Yanai,Yangshan,Yokkaichi,Yung-an,Yuzhny,Zeebrugge,Zhangjiagang
Bahia Blanca,9859,5527,11706,7247,6837,9209,11653,8853,5861,7614,,10025,10224,6119,10322,5861,6171,9208,4669,9853,4615,6805,9953,6748,11238,5846,5171,10428,9275,10768,4181,5694,7861,6835,7011,6187,8686,8984,11118,8861,10953,6096,9153,9251,10836,6376,8919,6569,6121,8589,702,6148,7220,5940,4657,6296,6775,9635,10729,10358,8841,6628,7144,6744,1445,10759,4991,5019,10758,10519,10684,9173,6028,7789,10601,8899,10360,10632,10387,9985,6467,5605,7423,10997,10816,6631,9814,10851,9366,5361,9327,10502,8810,9209,8513,10228,10599,8504,7578,7342,4726,7287,10525,10068,6754,6475,11051,7516,6383,6476,10062,9604,6047,10086,7385,7000,3319,10174,10675,6247,561,6260,4034,5538,9091,10604,10918,10884,10352,5713,10827,6137,9101,10355,10532,10344,7147,7779,3860,8866,9940,6618,2938,8920,6599,8858,4635,4720,5549,7951,6525,10729,8541,4718,10989,9431,11038,11237,10706,2731,9945,7117,750,7035,6477,7355,6670,6741,6004,6173,10609,10665,2161,4931,1173,6127,9193,10610,10447,10809,10767,10421,10928,5591,6210,10364,10430,6373,4496,9212,7386,10663,2501,9639,6887,6862,11283,10596,9952,10744,7342,7640,11022,7939,10580,6903,10559,10747,10429,10528,7778,6609,10877
Bahrain,313,13450,3096,13098,13907,5385,3043,3252,11711,13464,10025,,1619,11965,5067,11707,12046,3601,8747,5050,8733,13871,4346,13814,6514,11692,12237,6509,3450,5161,5930,12759,10839,13900,11525,13186,1436,1362,6394,4908,6281,6115,5480,5175,6407,12266,14862,12450,13177,2764,10011,13056,13066,11814,11722,12142,13841,455,5751,6630,3016,12474,7537,13809,8235,5176,12056,12084,6202,6985,5077,3348,12817,13731,6356,1394,6631,6447,6722,4378,12362,11451,13269,6326,6991,12512,310,6056,3759,11207,3720,6124,2985,964,1579,341,6262,10567,13459,13188,8666,13133,7091,5023,13819,12356,6292,13362,12316,12322,4455,5344,12526,4479,13231,12846,11866,287,6402,6266,9869,12135,6111,5563,1154,6136,6675,6679,6623,8170,6727,13046,3276,6626,6287,5814,12993,13660,12407,3932,133,13683,10003,1288,13664,4905,11701,11786,12614,6490,12371,7186,10381,8723,6317,646,6279,6513,5099,11278,212,12963,9773,11512,12323,13236,12551,13806,11849,13021,6425,6397,9647,10789,9756,13183,4273,6425,6832,5984,5160,6553,6685,11442,12056,6636,6814,12263,8128,3605,13267,5685,11048,5711,12733,12743,6559,6260,127,6246,13188,13486,6749,13820,6396,12784,6313,5911,6510,5345,13624,12490,6051
Bal Haf LNG,1457,13649,1565,13294,14103,5584,1513,3451,11907,13660,10224,1619,,12157,5260,11899,12238,3794,8940,5243,8926,14063,4538,14006,6707,11884,12429,6702,3643,5354,6122,12952,11032,14093,11717,13379,1629,1575,6586,5100,6474,6308,5672,5367,6599,12458,15054,12642,13370,2956,10203,13249,13258,12007,11914,12335,14033,1199,5943,6822,3208,12666,7729,14002,7346,5369,12249,12277,6394,7177,5270,3540,13009,13923,6548,1607,6824,6640,6914,4570,12554,11644,13461,6518,7184,12705,1392,6248,3952,11399,3912,6317,3178,1308,1772,1806,6455,10759,13651,13380,8859,13325,7283,5216,14012,12549,6484,13554,12509,12514,4648,5536,12719,4671,13423,13039,12059,1752,6594,6458,10062,12327,6303,5756,1405,6329,6867,6871,6815,8363,6919,13239,3468,6819,6479,6006,13185,13853,12600,4124,1518,13876,10196,1501,13857,5097,11893,11978,12807,6682,12564,7379,10574,8916,6510,985,6471,6706,5291,11470,1523,13155,9965,11704,12515,13429,12743,13999,12042,13214,6617,6590,9840,10982,9948,13376,4465,6618,7024,6176,5352,6745,6878,11635,12248,6828,7007,12455,8321,3797,13459,5878,11241,5904,12925,12936,6752,6453,1530,6439,13380,13679,6941,14012,6588,12977,6506,6104,6702,5537,13817,12682,6243
Barcelona,11803,11321,13650,1328,5428,11947,13597,10797,352,1695,6119,11965,12157,,12610,352,1470,11155,3910,11748,3845,5396,11899,5312,14068,288,4090,14063,11219,12715,6075,4859,13657,5415,12807,3965,10630,10928,13947,10825,13835,8041,11789,11639,13960,1690,4311,1874,4220,10532,5855,3565,1297,1239,3805,192,5343,11579,13304,14183,10785,686,12861,5308,4726,12730,3915,3953,13755,14538,12631,11116,3228,3180,13909,10843,14185,14001,14275,11932,1786,652,1499,13879,14545,1937,11761,13609,11313,772,11274,13678,10754,11153,10457,12175,13816,14301,2883,1418,4045,1363,14644,12058,5317,1781,13845,1593,1764,392,11999,11962,11843,12032,1465,1077,9116,12121,13956,8191,5713,1559,5928,7482,11035,13690,14229,14233,14177,11510,14281,3543,11045,14180,13840,13367,1223,3085,9657,10769,11887,5092,3552,10863,5120,10822,3976,3749,4464,12826,595,14740,14337,3978,13871,11375,13833,14067,12652,8528,11892,1193,5437,12831,393,2661,1975,5304,155,3495,13978,13951,4048,1252,5065,4226,11100,13979,14386,13537,12714,14107,14239,831,355,14189,14368,1687,4333,11158,2691,13239,8298,12330,964,2168,14113,13814,11898,13800,1418,1717,14302,3244,13950,2209,13867,13465,14063,12899,1859,1914,13605
Batangas,4906,8634,6752,13735,14544,1474,6700,1838,12349,14102,10322,5067,5260,12610,,12347,12686,1485,9387,980,9373,14511,925,14454,1747,12332,12877,1714,2887,709,6581,13399,6046,14540,6726,13826,3728,4026,1627,2187,1514,6777,1962,1590,1631,12906,15502,13090,13818,2946,10672,13697,13706,12455,12362,12783,14481,4691,984,1836,2927,13114,3537,14450,10014,689,12697,12725,1426,2191,777,2944,13457,14371,1569,3941,1838,1654,1928,957,13002,12091,13909,1558,2216,13153,4870,1288,1348,11847,1366,1346,2949,4263,3542,5284,1487,5773,14099,13828,9307,13773,2315,629,14459,12997,1525,14002,12957,12962,720,1059,7726,1485,13871,13486,10196,5230,1616,6927,10531,12775,6756,6225,4143,1361,1899,1903,1829,4681,1951,13686,2867,1833,1501,1019,13633,14301,10091,1900,4996,14324,10644,3961,14304,2183,12341,12426,13255,2731,13012,2411,5588,9364,1550,4487,1512,1746,985,9818,5001,13603,10413,6714,12963,13877,13191,14447,12490,13662,1632,1611,10287,11430,10396,13824,1716,1632,2038,1216,708,1758,1909,12083,12696,1842,2021,12903,8769,1488,13907,918,9629,1508,13373,13384,1792,1484,5008,1471,13828,14126,1973,14460,1603,13425,1527,1144,1715,615,14265,13130,1284
Bethioua,11545,11063,13392,1421,5170,11689,13339,10539,5,1787,5861,11707,11899,352,12347,,1209,10893,3649,11486,3583,5134,11638,5051,13806,114,3829,13801,10958,12453,5813,4597,13396,5154,12546,3704,10369,10667,13686,10564,13574,7779,11527,11377,13699,1429,4049,1612,3959,10271,5593,3303,1393,977,3543,523,5081,11318,13043,13922,10523,802,12600,5046,4462,12468,3654,3692,13494,14277,12370,10855,2966,2918,13648,10581,13923,13740,14014,11670,1525,391,1596,13618,14284,1675,11499,13348,11052,510,11012,13416,10493,10892,10196,11913,13555,14039,2621,1515,3784,1460,14383,11797,5056,1519,13584,1689,1503,676,11738,11701,11582,11771,1558,1173,8854,11860,13694,7930,5452,1298,5667,7221,10773,13428,13967,13971,13915,11248,14019,3282,10783,13919,13579,13106,1320,2823,9395,10508,11626,4831,3290,10602,4858,10561,3715,3488,4203,12564,699,14479,14076,3717,13610,11113,13571,13806,12391,8266,11630,1290,5176,12570,677,2399,1714,5043,241,3233,13717,13690,3787,991,4803,3965,10839,13718,14124,13276,12452,13845,13978,570,383,13928,14107,1425,4072,10897,2429,12977,8036,12068,1060,1906,13852,13552,11637,13539,1515,1813,14041,2982,13688,1947,13606,13203,13802,12637,1952,1653,13343
Bilbao,11884,11391,13730,2596,4919,12028,13678,10878,1209,2962,6171,12046,12238,1470,12686,1209,,11223,3978,11815,3913,4882,11967,4799,14136,1162,3694,14131,11287,12783,6143,4463,13715,4902,12865,3380,10698,10996,14015,10893,13903,8109,11857,11707,14028,558,3230,714,3657,10600,5897,2927,2536,273,3486,1612,4830,11647,13372,14251,10853,1944,12929,4794,4758,12798,3541,3579,13823,14606,12699,11184,2578,2099,13977,10910,14253,14069,14343,11999,654,849,2739,13947,14613,777,11828,13677,11381,952,11341,13746,10822,11221,10525,12243,13884,14358,1723,2658,4113,2603,14712,12126,4804,621,13913,2832,711,1792,12067,12030,11901,12100,2701,2316,9174,12189,14023,8259,5755,250,5996,7550,11103,13758,14296,14300,14244,11567,14349,2905,11113,14248,13908,13435,2463,1925,9715,10837,11955,4579,3532,10931,4606,10890,3683,3406,4037,12893,1842,14808,14395,4046,13939,11443,13900,14135,12720,8585,11960,2433,5479,12889,1793,1501,815,4791,1320,2856,14046,14019,4084,1284,5106,3663,11168,14047,14453,13605,12781,14175,14307,667,1526,14257,14436,555,4401,11226,1531,13307,8356,12398,2203,1008,14181,13882,11966,13868,2658,2956,14370,2084,14017,1049,13935,13533,14131,12967,3094,754,13672
Bintulu,3440,9853,5286,12280,13089,1890,5233,372,10894,12647,9208,3601,3794,11155,1485,10893,11223,,7934,1559,7920,13058,761,13001,2933,10881,11424,2926,1410,1576,5116,11950,7255,13086,7940,12373,2251,2546,2810,1883,2694,5302,2119,1695,2822,11453,14049,11628,12365,1470,9198,12244,12251,10989,10909,11332,13028,3214,2166,3039,1452,11661,4087,12997,8729,1591,11244,11272,2617,3400,1497,1468,12004,12916,2771,2463,3045,2864,3137,793,11549,10638,12452,2728,3406,11714,3398,2471,175,10394,134,2539,1474,2786,2065,3804,2677,6982,12652,12356,7854,12314,3506,1438,13006,11528,2707,12545,11504,11510,870,1852,8933,886,12421,12036,10872,3759,2809,5456,9060,11325,5301,4753,2672,2543,3082,3086,3030,5268,3134,12236,1396,3033,2693,2220,12183,12851,10911,980,3525,12873,9194,2490,12854,1872,10891,10976,11805,3033,11562,3593,6788,7914,2724,3015,2686,2920,1505,10390,3530,12153,8963,7919,11513,12427,11741,12997,11040,12212,2831,2804,8837,9980,8946,12374,858,2832,3239,2390,1567,2960,3092,10633,11246,3042,3221,11453,7319,4,12457,2092,10160,2212,11923,11936,2966,2667,3537,2653,12378,12676,3155,13010,2803,11975,2720,2318,2917,1752,12815,11680,2458
Bonny,8586,9519,10432,5036,6346,8729,10379,7579,3649,5402,4669,8747,8940,3910,9387,3649,3978,7934,,8527,94,6310,8679,6226,10847,3634,4671,10842,7999,9494,2854,5290,11852,6329,11002,5256,7409,7708,10727,7605,10615,4820,8568,8418,10740,4208,6804,4392,5365,7312,4439,5051,5009,3757,4171,4085,6257,8359,10084,10963,7564,4416,9641,6222,3392,9509,4466,4502,10535,11318,9411,7896,4770,5674,10689,7622,10964,10780,11055,8711,4304,3394,5211,10659,11325,4455,8540,10389,8092,3150,8053,10457,7534,7933,7236,8954,10595,12496,5401,5130,214,5075,11424,8838,6231,4299,10625,5305,4259,4264,8779,8742,10038,8812,5173,4789,7311,8900,10735,4971,4298,4077,2708,4262,7814,10469,11008,11012,10956,9593,11060,5040,7824,10959,10620,10147,4935,5603,7852,7548,8666,6006,2831,7643,6034,7602,4231,4188,5103,9605,4314,11519,12532,136,10650,8154,10612,10847,9432,6723,8671,4905,4047,11026,4265,5179,4493,6219,3792,4991,10758,10731,2954,2732,3741,5371,7880,10758,11165,10317,9493,10886,11018,3385,3998,10969,11148,4205,738,7938,5209,10018,6493,9109,4676,4686,10893,10593,8678,10579,5130,5429,11082,5762,10729,4727,10647,10244,10843,9678,5567,4432,10384
Bontang,4889,9033,6735,12873,13682,1033,6683,1914,11487,13240,9853,5050,5243,11748,980,11486,11815,1559,8527,,8513,13651,1404,13594,2644,11472,12017,2498,2960,1601,5734,12539,6649,13680,7212,12966,3700,3998,2524,1326,2411,6044,1325,845,2528,12046,14642,12230,12957,3019,9827,12836,12846,11594,11502,11922,13621,4663,1881,2577,3001,12254,3237,13589,9289,1582,11837,11864,2323,2927,1664,3018,12597,13511,2408,3912,2579,2466,2664,1436,12142,11231,13049,2456,3113,12292,4842,2186,1422,10987,1439,2209,3023,4235,3514,5256,2383,6440,13239,12968,8446,12913,3075,430,13599,12136,2422,13142,12096,12102,984,995,8126,1865,13011,12626,10029,5203,2454,6194,9686,11915,5903,5491,4115,2258,2796,2800,2571,4426,2848,12826,2941,2574,2339,1894,12773,13440,10003,1161,4969,13463,9783,3933,13444,1323,11481,11566,12394,2191,12151,3307,6254,8503,2447,4459,2409,2643,1871,9594,4973,12743,9553,7199,12103,13016,12331,13586,11629,12801,2444,2450,9427,10569,9536,12963,856,2444,2774,2114,1600,2522,2806,11222,11836,2583,2757,12043,7908,1562,13047,1815,9404,1339,12513,12523,2689,2381,4980,2368,12968,13266,2870,13600,2415,12564,2366,2041,2499,1512,13404,12270,2181
Brass,8572,9473,10418,4970,6281,8715,10365,7565,3584,5337,4615,8733,8926,3845,9373,3583,3913,7920,94,8513,,6244,8665,6161,10833,3569,4605,10828,7985,9480,2840,5224,11806,6264,10957,5190,7395,7694,10713,7591,10601,4806,8554,8404,10726,4143,6739,4327,5300,7298,4384,4985,4943,3691,4105,4019,6191,8345,10070,10949,7550,4351,9627,6156,3354,9495,4401,4437,10521,11304,9397,7882,4704,5608,10675,7608,10950,10766,11041,8697,4239,3328,5146,10645,11311,4389,8526,10375,8078,3084,8039,10443,7520,7919,7222,8940,10581,12450,5336,5065,230,5010,11410,8824,6166,4234,10611,5239,4193,4199,8765,8728,9992,8798,5108,4723,7265,8886,10721,4957,4243,4012,2694,4248,7800,10455,10994,10998,10942,9579,11046,4975,7810,10945,10606,10133,4870,5537,7806,7534,8652,5941,2767,7629,5968,7588,4166,4122,5038,9591,4248,11505,12486,158,10636,8140,10598,10833,9418,6677,8657,4840,3991,10980,4200,5114,4428,6153,3727,4925,10744,10717,2892,2666,3683,5305,7866,10744,11151,10303,9479,10872,11004,3320,3933,10955,11134,4140,732,7924,5144,10004,6447,9095,4610,4620,10879,10579,8664,10565,5065,5363,11068,5697,10715,4661,10633,10230,10829,9664,5501,4367,10370
Brownsville,13709,12021,15555,6521,291,13853,15503,12703,5135,6888,6805,13871,14063,5396,14511,5134,4882,13058,6310,13651,6244,,13802,381,15971,5118,1708,15966,13122,14618,7978,1615,14355,216,13505,1886,12533,12831,15850,12728,15738,9944,13692,13542,15863,4737,6662,5043,1438,12435,6538,2254,6493,4657,2205,5569,276,13482,15207,16086,12688,5901,13638,351,5361,14633,1893,1860,15658,16441,14534,13019,2438,5532,15812,12746,16088,15904,16178,13835,4793,4813,6695,15782,16448,5106,13664,15512,13216,4747,13177,15581,12657,13056,12360,14078,15719,14998,5772,6614,6445,6559,16547,13961,386,4950,15748,6789,4585,5748,13902,13865,12541,13935,6658,6273,9813,14024,15859,10094,6397,4881,7831,9385,12938,15593,16132,16136,16080,12207,16184,2244,12948,16083,15743,15270,6419,5974,10354,12672,13790,617,3902,12766,530,12725,2302,2177,1312,14445,5798,16643,15035,6378,15774,13278,15736,15970,14555,9225,13795,6389,6121,13529,5749,5550,5144,348,5276,2408,15881,15854,4725,4496,5748,1444,13003,15882,16289,15440,14617,16010,16142,4685,5483,16092,16271,4734,6733,13061,5580,15142,8995,14233,6160,5162,16016,15717,13801,15703,6615,6913,16205,6133,15853,5368,15770,15368,15966,14802,7051,5083,15508
Cai Mep Gas Terminal,4184,9287,6030,13025,13834,2040,5978,1116,11638,13391,9953,4346,4538,11899,925,11638,11967,761,8679,1404,8665,13802,,13751,2358,11629,12174,2363,2162,1000,5867,12697,6694,13838,7374,13124,3004,3302,2237,2219,2125,6053,2463,2030,2250,12203,14799,12387,13115,2221,9948,12994,13003,11752,11659,12080,13778,3967,1594,2485,2203,12411,4104,13747,9461,1015,11994,12022,2045,2831,916,2220,12754,13668,2199,3216,2486,2297,2577,50,12299,11389,13206,2169,2835,12450,4146,1899,624,11144,641,1968,2225,3539,2818,4560,2106,6422,13396,13125,8604,13070,2934,1083,13757,12294,2135,13299,12254,12259,593,1804,8375,725,13168,12784,10763,4506,2245,6203,9807,12072,6048,5501,3419,1980,2518,2522,2478,5249,2571,12983,2143,2481,2130,1668,12930,13598,10722,1324,4272,13621,9941,3237,13601,2215,11638,11723,12552,3300,12309,3030,6236,8661,2161,3763,2122,2357,937,10386,4277,12900,9710,7363,12260,13174,12488,13744,11787,12959,2278,2241,9585,10727,9693,13121,1201,2278,2687,1827,998,2407,2529,11380,11993,2491,2669,12200,8066,764,13204,1529,10197,2076,12670,12681,2403,2104,4284,2090,13125,13424,2592,13757,2249,12722,2157,1755,2364,1188,13562,12427,1894
Cameron,13652,11964,15499,6438,546,13796,15446,12646,5051,6804,6748,13814,14006,5312,14454,5051,4799,13001,6226,13594,6161,381,13751,,15914,5035,1652,15909,13065,14561,7921,1558,14298,277,13448,1802,12476,12774,15794,12671,15681,9887,13635,13485,15806,4654,6578,4959,1355,12379,6482,2170,6409,4574,2148,5485,150,13425,15151,16029,12631,5817,13581,65,5280,14576,1836,1803,15601,16384,14477,12963,2354,5449,15755,12689,16031,15847,16122,13778,4710,4729,6612,15725,16391,5022,13607,15455,13159,4664,13120,15524,12600,13000,12303,14021,15662,14941,5688,6531,6361,6476,16490,13904,6,4866,15692,6705,4502,5665,13845,13809,12484,13879,6574,6189,9757,13967,15802,10037,6340,4798,7774,9328,12881,15536,16075,16079,16023,12151,16127,2160,12891,16026,15687,15214,6336,5890,10298,12615,13733,479,3845,12710,391,12668,2245,2120,1255,14388,5714,16586,14978,6294,15717,13221,15679,15913,14499,9168,13738,6306,6064,13472,5666,5466,5061,62,5193,2324,15825,15797,4669,4412,5691,1361,12946,15825,16232,15383,14560,15953,16085,4601,5399,16036,16214,4651,6649,13005,5496,15085,8939,14176,6076,5079,15959,15660,13745,15646,6531,6829,16149,6049,15796,5284,15713,15311,15910,14745,6967,5000,15451
Cao Fei Dian 11,6352,7993,8199,15193,16002,2959,8146,3285,13807,15560,11238,6514,6707,14068,1747,13806,14136,2933,10847,2644,10833,15971,2358,15914,,13802,14347,1177,4335,1613,8040,14869,5344,16010,6055,15296,5176,5475,173,3855,385,8226,3453,3082,860,14376,16972,14560,15288,4394,11698,15167,15176,13925,13832,14252,15951,6140,1097,1298,4375,14584,4537,15920,11514,1576,14167,14195,644,1453,1820,4392,14927,15841,867,5389,1300,969,1404,2394,14472,13561,15379,424,1475,14623,6319,604,2796,13317,2814,830,4398,5712,4991,6733,746,5052,15569,15298,10777,15243,1556,2327,15929,14467,495,15472,14426,14432,2325,2727,7078,2922,15341,14956,10254,6679,918,8376,11557,14245,8221,7673,5592,738,1152,1156,1292,5638,1201,15156,4316,1295,823,967,15103,15771,9606,3406,6445,15793,12113,5410,15774,3852,13811,13896,14725,3993,14482,1641,4866,10834,416,5935,436,107,2028,10471,6450,15073,11721,6043,14433,15347,14661,15916,13960,15132,995,914,11757,12900,11866,15294,3284,996,1514,689,1612,1224,1162,13553,14166,1305,1497,14373,10239,2937,15377,1055,10412,2975,14843,14854,46,744,6456,699,15298,15596,1202,15930,1010,14895,823,677,1177,1313,15734,14600,757
Cartagena,11530,11048,13376,1430,5155,11674,13324,10524,114,1797,5846,11692,11884,288,12332,114,1162,10881,3634,11472,3569,5118,11629,5035,13802,,3816,13789,10945,12441,5801,4585,13383,5141,12533,3691,10356,10654,13673,10551,13561,7767,11515,11365,13686,1416,4036,1600,3946,10258,5580,3290,1401,964,3531,463,5069,11305,13030,13909,10511,809,12587,5033,4452,12456,3641,3679,13481,14264,12357,10842,2954,2906,13635,10568,13911,13727,14001,11657,1512,378,1603,13605,14271,1662,11486,13335,11039,498,10999,13404,10480,10879,10183,11901,13542,14026,2609,1522,3771,1467,14370,11784,5043,1507,13571,1697,1490,642,11725,11688,11569,11758,1566,1181,8842,11847,13681,7917,5439,1285,5654,7208,10761,13416,13954,13958,13902,11236,14007,3269,10771,13906,13566,13093,1327,2810,9383,10495,11613,4818,3278,10589,4845,10548,3702,3475,4190,12551,706,14466,14063,3704,13597,11101,13558,13793,12378,8253,11618,1297,5163,12557,643,2387,1701,5030,170,3221,13704,13677,3774,978,4791,3952,10826,13705,14111,13263,12439,13833,13965,557,396,13915,14094,1413,4059,10884,2417,12965,8024,12056,1068,1894,13839,13540,11624,13526,1523,1821,14028,2970,13675,1934,13593,13191,13789,12625,1959,1640,13330
Caucedo,12075,10387,13921,5216,1740,12219,13869,11069,3829,5582,5171,12237,12429,4090,12877,3829,3694,11424,4671,12017,4605,1708,12174,1652,14347,3816,,14332,11488,12984,6344,815,12721,1738,11871,1404,10899,11197,14216,11094,14104,8310,12058,11908,14229,3663,5730,3947,1203,10801,4904,1604,5188,3463,552,4264,1678,11848,13573,14452,11054,4595,12004,1647,3764,12999,218,184,14024,14807,12900,11385,1702,4601,14178,11112,14454,14270,14544,12200,3721,3510,5390,14148,14814,4010,12029,13878,11582,3404,11542,13947,11023,11422,10726,12444,14085,13364,4753,5309,4806,5254,14913,12327,1657,3854,14114,5483,3545,4443,12268,12231,10907,12301,5352,4968,8179,12390,14225,8460,4763,3746,6197,7751,11304,13959,14497,14501,14446,10573,14550,1594,11314,14449,14109,13636,5114,4955,8720,11038,12156,1521,2269,11132,1502,11091,698,513,471,12811,4493,15009,13401,4739,14140,11644,14101,14336,12921,7591,12161,5084,4487,11895,4444,4531,4049,1644,3971,1758,14247,14220,3091,3089,4114,1209,11369,14248,14655,13806,12983,14376,14508,3403,4177,14458,14637,3660,5082,11427,4561,13508,7361,12599,4855,4143,14382,14083,12167,14069,5309,5608,14571,5114,14218,4282,14136,13734,14332,13168,5746,3988,13874
Chita - LNG,6347,7045,8194,15188,15997,2645,8141,3280,13802,15555,10428,6509,6702,14063,1714,13801,14131,2926,10842,2498,10828,15966,2363,15909,1177,13789,14332,,4327,1626,8032,14862,4435,16003,5122,15289,5169,5467,1063,3667,889,8218,3134,2762,677,14368,16964,14552,15280,4386,10880,15159,15169,13917,13825,14245,15943,6132,1182,211,4368,14576,3867,15912,11537,1589,14159,14187,620,579,1831,4385,14919,15834,407,5381,213,274,317,2397,14464,13554,15371,933,890,14615,6311,920,2789,13310,2807,478,4390,5704,4983,6725,440,4162,15561,15290,10769,15235,728,2240,15922,14459,1026,15464,14419,14424,2290,2408,6131,2925,15333,14949,9275,6671,317,8368,10739,14237,8213,7666,5584,585,899,903,205,4933,901,15149,4308,208,373,721,15095,15763,8649,3395,6437,15786,12106,5402,15767,3664,13803,13888,14717,3350,14474,1082,3976,10826,925,5928,1007,1182,2039,9420,6442,15065,10903,5111,14425,15339,14653,15909,13952,15124,251,307,11750,12892,11320,15286,3234,252,427,923,1625,134,909,13545,14158,217,409,14365,10231,2929,15369,1126,9418,2571,14836,14846,1228,438,6449,586,15290,15589,1002,15922,222,14887,400,895,8,1326,15727,14592,991
Chittagong,3289,11255,5135,12345,13154,3292,5083,1099,10958,12711,9275,3450,3643,11219,2887,10958,11287,1410,7999,2960,7985,13122,2162,13065,4335,10945,11488,4327,,2970,5183,12012,8649,13153,9334,12439,2103,2401,4203,3118,4091,5368,3522,3089,4216,11519,14115,11702,12430,879,9264,12309,12319,11067,10975,11395,13093,3066,3560,4439,588,11727,5482,13062,8758,2985,11309,11337,4011,4794,2887,345,12070,12984,4165,2315,4440,4257,4531,2187,11615,10704,12522,4135,4801,11765,3245,3865,1569,10460,1529,3933,653,2638,1917,3659,4072,8376,12712,12440,7919,12385,4900,2833,13072,11609,4101,12615,11569,11575,2264,3247,10336,2288,12484,12099,11118,3605,4211,5519,9122,11388,5364,4816,2518,3945,4484,4488,4432,6556,4536,12299,293,4435,4096,3623,12245,12913,11659,2094,3371,12936,9256,2336,12917,3115,10954,11039,11867,4435,11624,4996,8190,7976,4126,2862,4088,4323,2908,10530,3376,12215,9026,9321,11576,12489,11804,13059,11102,12274,4234,4207,8900,10042,9009,12436,2260,4235,4641,3793,2969,4362,4494,10695,11309,4445,4624,11515,7381,1414,12519,3494,10300,3614,11986,11996,4369,4069,3383,4056,12441,12739,4558,13072,4205,12037,4123,3720,4319,3154,12877,11743,3860
