from,Acajutla,Aliaga,Altamira,Arzew,Ashdod,Barcelona,Bethioua,Bilbao,Bonny,Brass,Brownsville,Cameron,Cape Town,Cartagena,Caucedo,Coega,Corpus Christi,Cove Point,Damietta,Dar-es-Salaam,Dragon,Drovyanoy,Dunkirk,Everett,Falconara,Ferrol,Fort de France,Fos - Cavaou,Fos Sur Mer,Freeport,Gibraltar,Gioia Tauro,Golden Pass,Guanabara,Guayama,Guayanilla,Gulf Gateway,Hadera,Halifax,Hammerfest,Holyhead,Huelva,Idku,Isle of Grain,Jorf Lasfar,Klaipeda,Koper,Kribi,Krk Island,Lake Charles,Le Havre,Limassol,Limerick,Livorno,Malta,Marmara Ereglisi,Marsa el Brega,Mombasa,Montoir,Mossel Bay,Mozambique Port,Neptune,Northeast Gateway,Ortona,Paldiski South Harbour,Panigaglia,Pascagoula,Pecem,Plaquemines,Point Fortin,Pointe-a-Pitre,Port Arthur,Port Dolphin,Port Esquivel,Port Said,Porto Empedocle,Puerto Bahia,Punta Europa,Quebec,Revithoussa,Rio Grande,Rosignano,Rostock,Rotterdam,Rovigo,Sabine Pass,Sagunto,Saint John,Salvador,Santa Cruz de Tenerife,Sao Francisco do Sul,Savannah,Shtokman,Sines,Skikda,South Hook,Soyo,Swinoujscie,Taranto,Teesport,Trieste,Tripoli,Vyborg,Wilhelmshaven,Yuzhny,Zeebrugge,Boryeong,Caofeidian,Chita,Coos Bay,Costa Azul,Dalian,Dangjin,Donghae,Fukuoko,Futtsu,Gladstone,Gwangyang,Hachinohe,Hakodate,Hatsukaichi,Heibei,Hibiki,Higashi-Ogishima,Himeji,Hitachi,Inchon,Ishikariwan-Shinko,Jiangsu,Joetsu,Kagoshima,Kawagoe,Kenai,Kitakyushu,Kitimat,Kushiro,Kwangyang,Lianyungang,Manzanillo,Mejillones,Mizushima,Nagasaki,Nanao,Naoetsu,Negishi,Niigata-Higashi,Niigata-Nishi,Ogishima,Oita,Osaka,Pampa Melchorita,Prigorodnoye,Prince Rupert,Pyeong Taek,Qingdao,Qinhuangdao,Quintero,Rosarito,Sakai,Sakaide,Samcheog,Senboku,Sendai,Shanghai,Shimizu,Shinminato,Sodegaura,Soma,Talcahuano,Tangshan,Tianjin (Sinopec),Tianjin Lingang,Tobata,Tokyo Bay,Tong Yong,Vladivostok,Wakayama,Yanai,Yokkaichi,Yokohama,Zhangjiagang,Ambon,Arun,Barrow Island,Batangas,Bei Hai,Bintulu,Bladin Point,Bontang,Cai Mep,Chiwan,Dampier,Darwin,Dili,Fujian,Guangdong,Haikou,Hainan,Ho Chi Min City,Ichthys,Jakarta,Johore,Karratha,Lahad Datu,Lumut,Luwuk,Malacca,Map Ta Phut,New Plymouth,Ningbo,Okinawa,Onslow,Panjang,Pluto,Port Moresby,Prelude FLNG,Qinzhou,Semarang,Seria,Shenzhen,Singapore,Sungai Udang,Tabangao,Taichung,Tangguh,Yangpu,Yangshan,Yuedong,Yung An,Zhoushan,Zhuhai
Sakaide,,14119.438,9781.213,12733.232,14487.686,12993.787,12732.708,12598.307,,,9749.637,9692.895,,12719.683,8946.228,,9778.255,10006.782,14366.292,,12562.859,14516.130,12846.537,10301.391,14090.149,12367.348,9296.245,13171.437,13174.529,9719.560,12479.405,13499.877,9688.395,,9094.501,9064.558,9580.558,14479.039,10460.129,13372.661,12622.116,12414.498,14290.843,12940.045,12303.122,13613.584,14195.168,,14153.180,9698.181,12753.502,14384.072,12435.757,13339.412,13464.730,14254.647,13867.704,,12649.725,,,10288.346,10287.794,14020.673,13811.890,13355.628,9559.032,10925.508,9543.113,9316.941,9313.440,9694.945,9488.595,8680.867,14390.037,13396.049,8410.277,,11228.078,13987.741,,13349.870,13388.739,12957.771,14180.596,9685.320,12880.673,10450.622,,11960.452,,9702.652,13680.422,12306.795,13078.787,12559.757,,13418.219,13755.225,12996.921,14197.228,14508.262,13975.131,13190.591,14646.150,12894.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salvador,4517.977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11522.791,7360.453,6497.270,,,,,11392.746,,,11114.929,11137.074,,,,11398.404,,11267.724,,11189.450,,11419.362,,11524.101,8759.416,,8003.807,10947.238,,,5412.311,,,,11452.820,11419.362,11391.581,11362.754,11365.424,11394.246,,,5097.874,10967.548,8040.489,,,,,6520.996,,,,,11202.664,,11439.535,11463.028,11401.882,11211.623,,,,,,11405.393,,11486.308,,,11524.043,11393.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samcheog,,14096.587,9758.362,12710.381,14464.835,12970.936,12709.857,12575.456,,,9726.786,9670.044,,12696.832,8923.377,,9755.404,9983.931,14343.441,,12540.008,14493.279,12823.686,10278.540,14067.298,12344.497,9273.394,13148.586,13151.678,9696.709,12456.554,13477.026,9665.544,,9071.650,9041.707,9557.707,14456.188,10437.278,13349.810,12599.265,12391.647,14267.992,12917.194,12280.271,13590.733,14172.317,,14130.329,9675.330,12730.651,14361.221,12412.906,13316.561,13441.879,14231.796,13844.853,,12626.874,,,10265.495,10264.943,13997.822,13789.039,13332.777,9536.181,10902.657,9520.262,9294.090,9290.589,9672.094,9465.744,8658.016,14367.186,13373.198,8387.426,,11205.227,13964.890,,13327.019,13365.888,12934.920,14157.745,9662.469,12857.822,10427.771,,11937.601,,9679.801,13657.571,12283.944,13055.936,12536.906,,13395.368,13732.374,12974.070,14174.377,14485.411,13952.280,13167.740,14623.299,12871.735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Cruz de Tenerife,4714.845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12349.667,12690.891,11719.659,7557.321,6694.138,12551.172,12376.070,11915.710,12225.418,11589.614,,12097.912,11311.797,11333.942,12030.900,12690.891,12000.374,11595.272,11896.015,11464.592,12416.151,11386.318,,11616.230,12107.101,11720.969,8956.284,12002.935,8200.675,11144.106,12097.912,12518.403,5609.179,5965.447,11940.194,12116.847,11649.688,11616.230,11588.449,11559.622,11562.292,11591.114,12005.409,11875.338,5294.742,11164.416,8237.357,12413.185,12499.761,12669.879,6460.863,6717.864,11872.292,11932.252,11915.710,11872.883,11399.532,,11636.403,11659.896,11598.750,11408.491,6654.087,12690.891,12719.066,12719.066,12000.846,11602.261,12049.297,11683.176,11843.823,12028.578,11720.911,11590.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Francisco do Sul,5540.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8383.142,7519.959,,,,,,,,,,,,,,,,,,,,,,9782.105,,9026.496,,,,6435.000,,,,,,,,,,,,,,9063.178,,,,,7543.685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Savannah,2468.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10103.103,10444.327,9473.095,5310.757,4447.574,10304.608,10129.506,9669.146,9978.854,9343.050,9452.871,9851.348,9065.233,9087.378,9784.336,10444.327,9753.810,9348.708,9649.451,9218.028,10169.587,9139.754,10190.178,9369.666,9860.537,9474.405,6709.720,9756.371,5954.111,8897.542,9851.348,10271.839,3362.615,3718.883,9693.630,9870.283,9403.124,9369.666,9341.885,9313.058,9315.728,9344.550,9758.845,9628.774,3048.178,8917.852,5990.793,10166.621,10253.197,10423.315,4214.299,4471.300,9625.728,9685.688,9669.146,9626.319,9152.968,10233.342,9389.839,9413.332,9352.186,9161.927,4407.523,10444.327,10472.502,10472.502,9754.282,9355.697,9802.733,9436.612,9597.259,9782.014,9474.347,9343.621,10300.465,11102.095,,11838.471,11069.969,11395.494,11755.972,11046.443,11452.070,11718.362,10989.765,11866.736,11046.443,11144.317,10563.984,10954.213,11200.645,11199.028,11745.726,11046.443,,12153.089,11862.671,11319.373,11608.049,11191.052,12276.582,12278.907,8322.594,10279.825,10104.889,11732.626,,11863.622,9809.048,11291.921,11399.291,12122.595,11602.762,10988.664,12165.979,12279.291,11069.969,10513.532,11043.747,11272.230,10227.862,10954.213,10692.086,10256.366,11000.144
Semarang,,,12209.153,,,,,,,,12177.577,12120.835,,,,,12206.195,,,,,,,,,,,,,12147.500,,,12116.335,,,,12008.498,,,,,,,,,,,,,12126.121,,,,,,,,,,,,,,,,,11986.972,,11971.053,,,12122.885,11916.535,11108.807,,,10838.217,,,,,,,,,12113.260,,,,,,12130.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senboku,,14063.493,9725.268,12677.287,14431.741,12937.842,12676.763,12542.362,,,9693.692,9636.950,,12663.738,8890.283,,9722.310,9950.837,14310.347,,12506.914,14460.185,12790.592,10245.446,14034.204,12311.403,9240.300,13115.492,13118.584,9663.615,12423.460,13443.932,9632.450,,9038.556,9008.613,9524.613,14423.094,10404.184,13316.716,12566.171,12358.553,14234.898,12884.100,12247.177,13557.639,14139.223,,14097.235,9642.236,12697.557,14328.127,12379.812,13283.467,13408.785,14198.702,13811.759,,12593.780,,,10232.401,10231.849,13964.728,13755.945,13299.683,9503.087,10869.563,9487.168,9260.996,9257.495,9639.000,9432.650,8624.922,14334.092,13340.104,8354.332,,11172.133,13931.796,,13293.925,13332.794,12901.826,14124.651,9629.375,12824.728,10394.677,,11904.507,,9646.707,13624.477,12250.850,13022.842,12503.812,,13362.274,13699.280,12940.976,14141.283,14452.317,13919.186,13134.646,14590.205,12838.641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sendai,,13580.409,9242.184,12194.203,13948.657,12454.758,12193.679,12059.278,,,9210.608,9153.866,,12180.654,8407.199,,9239.226,9467.753,13827.263,,12023.830,13977.101,12307.508,9762.362,13551.120,11828.319,8757.216,12632.408,12635.500,9180.531,11940.376,12960.848,9149.366,,8555.472,8525.529,9041.529,13940.010,9921.100,12833.632,12083.087,11875.469,13751.814,12401.016,11764.093,13074.555,13656.139,,13614.151,9159.152,12214.473,13845.043,11896.728,12800.383,12925.701,13715.618,13328.675,,12110.696,,,9749.317,9748.765,13481.644,13272.861,12816.599,9020.003,10386.479,9004.084,8777.912,8774.411,9155.916,8949.566,8141.838,13851.008,12857.020,7871.248,,10689.049,13448.712,,12810.841,12849.710,12418.742,13641.567,9146.291,12341.644,9911.593,11209.829,11421.423,,9163.623,13141.393,11767.766,12539.758,12020.728,,12879.190,13216.196,12457.892,13658.199,13969.233,13436.102,12651.562,14107.121,12355.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seria,,,11691.063,,,,,,,,11659.487,11602.745,,,10856.078,,11688.105,11916.632,,,,,,12211.241,,,11206.095,,,11629.410,,,11598.245,,11004.351,10974.408,11490.408,,12369.979,,,,,,,,,,,11608.031,,,,,,,,,,,,12198.196,12197.644,,,,11468.882,,11452.963,11226.791,11223.290,11604.795,11398.445,10590.717,,,10320.127,,13137.928,,,,,,,11595.170,,12360.472,,,,11612.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanghai,,14661.080,10322.855,13274.874,15029.328,13535.429,13274.350,13139.949,,,10291.279,10234.537,,13261.325,9487.870,,10319.897,10548.424,14907.934,,13104.501,15057.772,13388.179,10843.033,14631.791,12908.990,9837.887,13713.079,13716.171,10261.202,13021.047,14041.519,10230.037,,9636.143,9606.200,10122.200,15020.681,11001.771,13914.303,13163.758,12956.140,14832.485,13481.687,,14155.226,14736.810,,14694.822,10239.823,13295.144,14925.714,12977.399,13881.054,14006.372,14796.289,14409.346,,13191.367,,,10829.988,10829.436,14562.315,14353.532,13897.270,10100.674,11467.150,10084.755,9858.583,9855.082,10236.587,10030.237,9222.509,14931.679,13937.691,8951.919,,11769.720,14529.383,,13891.512,13930.381,13499.413,14722.238,10226.962,13422.315,10992.264,,,,10244.294,14222.064,12848.437,13620.429,13101.399,,13959.861,14296.867,13538.563,14738.870,15049.904,14516.773,13732.233,15187.792,13436.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shenzhen,,,11078.717,,,,,,,,11047.141,10990.399,,,10243.732,,11075.759,11304.286,,,,,,11598.895,,,10593.749,,,11017.064,,,10985.899,,10392.005,10362.062,10878.062,,11757.633,,,,,,,,,,,10995.685,,,,,,,,,,,,11585.850,11585.298,,,,10856.536,,10840.617,10614.445,10610.944,10992.449,10786.099,9978.371,,,9707.781,,12525.582,,,,,,,10982.824,,11748.126,,,,11000.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimizu,,13821.616,9483.391,12435.410,14189.864,12695.965,12434.886,12300.485,,,9451.815,9395.073,,12421.861,8648.406,,9480.433,9708.960,14068.470,,12265.037,14218.308,12548.715,10003.569,13792.327,12069.526,8998.423,12873.615,12876.707,9421.738,12181.583,13202.055,9390.573,,8796.679,8766.736,9282.736,14181.217,10162.307,13074.839,12324.294,12116.676,13993.021,12642.223,12005.300,13315.762,13897.346,,13855.358,9400.359,12455.680,14086.250,12137.935,13041.590,13166.908,13956.825,13569.882,,12351.903,,,9990.524,9989.972,13722.851,13514.068,13057.806,9261.210,10627.686,9245.291,9019.119,9015.618,9397.123,9190.773,8383.045,14092.215,13098.227,8112.455,,10930.256,13689.919,,13052.048,13090.917,12659.949,13882.774,9387.498,12582.851,10152.800,11451.036,11662.630,,9404.830,13382.600,12008.973,12780.965,12261.935,,13120.397,13457.403,12699.099,13899.406,14210.440,13677.309,12892.769,14348.328,12596.764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shinminato,,13840.774,9502.549,12454.568,14209.022,12715.123,12454.044,12319.643,,,9470.973,9414.231,,12441.019,8667.564,,9499.591,9728.118,14087.628,,12284.195,14237.466,12567.873,10022.727,13811.485,12088.684,9017.581,12892.773,12895.865,9440.896,12200.741,13221.213,9409.731,,8815.837,8785.894,9301.894,14200.375,10181.465,13093.997,12343.452,12135.834,14012.179,12661.381,12024.458,13334.920,13916.504,,13874.516,9419.517,12474.838,14105.408,12157.093,13060.748,13186.066,13975.983,13589.040,,12371.061,,,10009.682,10009.130,13742.009,13533.226,13076.964,9280.368,10646.844,9264.449,9038.277,9034.776,9416.281,9209.931,8402.203,14111.373,13117.385,8131.613,,10949.414,13709.077,,13071.206,13110.075,12679.107,13901.932,9406.656,12602.009,10171.958,11470.194,11681.788,,9423.988,13401.758,12028.131,12800.123,12281.093,,13139.555,13476.561,12718.257,13918.564,14229.598,13696.467,12911.927,14367.486,12615.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shtokman,6451.587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14086.409,14427.633,13456.401,9294.063,8430.880,14287.914,14112.812,13652.452,13962.160,13326.356,13436.177,13834.654,13048.539,13070.684,13767.642,14427.633,13737.116,13332.014,13632.757,13201.334,14152.893,13123.060,14173.484,13352.972,13843.843,13457.711,10693.026,13739.677,9937.417,12880.848,13834.654,14255.145,7345.921,7702.189,13676.936,13853.589,13386.430,13352.972,13325.191,13296.364,13299.034,13327.856,13742.151,13612.080,7031.484,12901.158,9974.099,14149.927,14236.503,14406.621,8197.605,8454.606,13609.034,13668.994,13652.452,13609.625,13136.274,14216.648,13373.145,13396.638,13335.492,13145.233,8390.829,14427.633,14455.808,14455.808,13737.588,13339.003,13786.039,13419.918,13580.565,13765.320,13457.653,13326.927,14283.771,,,,,,,,,,,,,,14547.290,,,,,,,,,,,,,,12305.900,14263.131,14088.195,,,,13792.354,,,,,,,,,14496.838,,,14211.168,,14675.392,14239.672,
Sines,5074.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12709.655,13050.879,12079.647,7917.309,7054.126,12911.160,12736.058,12275.698,12585.406,11949.602,12059.423,12457.900,11671.785,11693.930,12390.888,13050.879,12360.362,11955.260,12256.003,11824.580,12776.139,11746.306,12796.730,11976.218,12467.089,12080.957,9316.272,12362.923,8560.663,11504.094,12457.900,12878.391,5969.167,6325.435,12300.182,12476.835,12009.676,11976.218,11948.437,11919.610,11922.280,11951.102,12365.397,12235.326,5654.730,11524.404,8597.345,12773.173,12859.749,13029.867,6820.851,7077.852,12232.280,12292.240,12275.698,12232.871,11759.520,12839.894,11996.391,12019.884,11958.738,11768.479,7014.075,13050.879,13079.054,13079.054,12360.834,11962.249,12409.285,12043.164,12203.811,12388.566,12080.899,11950.173,12907.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,10929.146,12886.377,12711.441,,,,,,,,,,,,,,,,12834.414,,,12862.918,
Singapore,,,12255.117,,,,,,,,12223.541,12166.799,,,11420.132,,12252.159,12480.686,,,,,,,,,,,,12193.464,,,12162.299,,,,12054.462,,,,,,,,,,,,,12172.085,,,,,,,,,,,,,,,,,12032.936,,12017.017,,,12168.849,11962.499,11154.771,,,10884.181,,,,,,,,,12159.224,,,,,,12176.556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skikda,5849.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13484.068,13825.292,12854.060,8691.722,7828.539,13685.573,13510.471,13050.111,13359.819,12724.015,12833.836,13232.313,12446.198,12468.343,13165.301,13825.292,13134.775,12729.673,13030.416,12598.993,13550.552,12520.719,13571.143,12750.631,13241.502,12855.370,10090.685,13137.336,9335.076,12278.507,13232.313,13652.804,6743.580,7099.848,13074.595,13251.248,12784.089,12750.631,12722.850,12694.023,12696.693,12725.515,13139.810,13009.739,6429.143,12298.817,9371.758,13547.586,13634.162,13804.280,7595.264,7852.265,13006.693,13066.653,13050.111,13007.284,12533.933,13614.307,12770.804,12794.297,12733.151,12542.892,7788.488,13825.292,13853.467,13853.467,13135.247,12736.662,13183.698,12817.577,12978.224,13162.979,12855.312,12724.586,13681.430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sodegaura,,13784.728,9446.503,12398.522,14152.976,12659.077,12397.998,12263.597,,,9414.927,9358.185,,12384.973,8611.518,,9443.545,9672.072,14031.582,,12228.149,14181.420,12511.827,9966.681,13755.439,12032.638,8961.535,12836.727,12839.819,9384.850,12144.695,13165.167,9353.685,,8759.791,8729.848,9245.848,14144.329,10125.419,13037.951,12287.406,12079.788,13956.133,12605.335,11968.412,13278.874,13860.458,,13818.470,9363.471,12418.792,14049.362,12101.047,13004.702,13130.020,13919.937,13532.994,,12315.015,,,9953.636,9953.084,13685.963,13477.180,13020.918,9224.322,10590.798,9208.403,8982.231,8978.730,9360.235,9153.885,8346.157,14055.327,13061.339,8075.567,,10893.368,13653.031,,13015.160,13054.029,12623.061,13845.886,9350.610,12545.963,10115.912,11414.148,11625.742,,9367.942,13345.712,11972.085,12744.077,12225.047,,13083.509,13420.515,12662.211,13862.518,14173.552,13640.421,12855.881,14311.440,12559.876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soma,,13589.368,9251.143,12203.162,13957.616,12463.717,12202.638,12068.237,,,9219.567,9162.825,,12189.613,8416.158,,9248.185,9476.712,13836.222,,12032.789,13986.060,12316.467,9771.321,13560.079,11837.278,8766.175,12641.367,12644.459,9189.490,11949.335,12969.807,9158.325,,8564.431,8534.488,9050.488,13948.969,9930.059,12842.591,12092.046,11884.428,13760.773,12409.975,11773.052,13083.514,13665.098,,13623.110,9168.111,12223.432,13854.002,11905.687,12809.342,12934.660,13724.577,13337.634,,12119.655,,,9758.276,9757.724,13490.603,13281.820,12825.558,9028.962,10395.438,9013.043,8786.871,8783.370,9164.875,8958.525,8150.797,13859.967,12865.979,7880.207,,10698.008,13457.671,,12819.800,12858.669,12427.701,13650.526,9155.250,12350.603,9920.552,11218.788,11430.382,,9172.582,13150.352,11776.725,12548.717,12029.687,,12888.149,13225.155,12466.851,13667.158,13978.192,13445.061,12660.521,14116.080,12364.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Hook,5325.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12959.866,13301.090,12329.858,8167.520,7304.337,13161.371,12986.269,12525.909,12835.617,12199.813,12309.634,12708.111,11921.996,11944.141,12641.099,13301.090,12610.573,12205.471,12506.214,12074.791,13026.350,11996.517,13046.941,12226.429,12717.300,12331.168,9566.483,12613.134,8810.874,11754.305,12708.111,13128.602,6219.378,6575.646,12550.393,12727.046,12259.887,12226.429,12198.648,12169.821,12172.491,12201.313,12615.608,12485.537,5904.941,11774.615,8847.556,13023.384,13109.960,13280.078,7071.062,7328.063,12482.491,12542.451,12525.909,12483.082,12009.731,13090.105,12246.602,12270.095,12208.949,12018.690,7264.286,13301.090,13329.265,13329.265,12611.045,12212.460,12659.496,12293.375,12454.022,12638.777,12331.110,12200.384,13157.228,,,,,,,,,,,,,,13420.747,,,,,,,,,,,,,,11179.357,13136.588,12961.652,,,,12665.811,,,,,,,,,13370.295,,,13084.625,,,13113.129,
Soyo,6580.240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9422.716,8559.533,,,,,,,,,,,,,,,,,,,,,,10821.679,,10066.070,,,,7474.574,,,,,,,,,,,,7160.137,,10102.752,,,,,8583.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sungai Udang,,,12377.666,,,,,,,,12346.090,12289.348,,,,,12374.708,,,,,,,,,,,,,12316.013,,,12284.848,,,,12177.011,,,,,,,,,,,,,12294.634,,,,,,,,,,,,,,,,,12155.485,,12139.566,,,12291.398,12085.048,11277.320,,,11006.730,,,,,,,,,12281.773,,,,,,12299.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swinoujscie,6181.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13815.927,14157.151,13185.919,9023.581,8160.398,14017.432,13842.330,13381.970,13691.678,13055.874,13165.695,13564.172,12778.057,12800.202,13497.160,14157.151,13466.634,13061.532,13362.275,12930.852,13882.411,12852.578,13903.002,13082.490,13573.361,13187.229,10422.544,13469.195,9666.935,12610.366,13564.172,13984.663,7075.439,7431.707,13406.454,13583.107,13115.948,13082.490,13054.709,13025.882,13028.552,13057.374,13471.669,13341.598,6761.002,12630.676,9703.617,13879.445,13966.021,14136.139,7927.123,8184.124,13338.552,13398.512,13381.970,13339.143,12865.792,13946.166,13102.663,13126.156,13065.010,12874.751,8120.347,14157.151,14185.326,14185.326,13467.106,13068.521,13515.557,13149.436,13310.083,13494.838,13187.171,13056.445,14013.289,,,,,,,,,,,,,,14276.808,,,,,,,,,,,,,,12035.418,13992.649,13817.713,,,,13521.872,,,,,,,,,14226.356,,,13940.686,,,13969.190,
Tabangao,,,11155.291,,,,,,,,11123.715,11066.973,,,10320.306,,11152.333,11380.860,,,,,,11675.469,,,10670.323,,,11093.638,,,11062.473,,10468.579,10438.636,10954.636,,11834.207,,,,,,,,,,,11072.259,,,,,,,,,,,,11662.424,11661.872,,,,10933.110,,10917.191,10691.019,10687.518,11069.023,10862.673,10054.945,,,9784.355,,12602.156,,,,,,,11059.398,,11824.700,,,,11076.730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
