from,Bintulu,Limassol,Mizushima,Tombak LNG Terminal,Fos - Cavaou LNG Terminal,Kitakyushu,Barcelona,Tangguh,Chiwan,Halifax,Malacca,Point Fortin,Otaru,Kushiro,Le Havre,Koper,Kagoshima,Quintero,Osaka,Kochi,Qalhat,Incheon,Quebec,Rotterdam,Khor al Zubair,Isle of Grain,Okinawa,Falconara,Ohgishima,Semarang,Hadera,Mossel Bay,Donghae,Bahrain,Cameron,Arzew,Shenzhen,Dalian,Zhangjiagang,Aliaga,Punta Europa,Guayama,Tobata,Wakayama,Nanao,Suez Canal,Seria,Lahad Datu,Zhuhai,Pointe-a-Pitre,Soyo,Pluto,Gioia Tauro,Luwuk,Shanghai,Rostock,Qinzhou,Vyborg,Port Qasim,Pecem,Guayanilla,Swinoujscie,Karwar - South Port,Lumut,Sabine Pass,Negishi,Cartagena,Joetsu,Kwangyang,Panigaglia,Qingdao,Rosignano LNG,Dragon,Hakodate,Shinminato,Lake Charles,Port Esquivel,New Plymouth,Yokohama,Coega,Niigata-Nishi,Kakinada,Escobar,Qinhuangdao,Pampa Melchorita,Balboa,Livorno,Sodegaura,Port Moresby,Costa Azul,Huelva,Rio Grande,Zeebrugge,Revithoussa,Kenai,Tianjin,Fujairah,Corpus Christi,Tripoli,Senboku,El Ferrol,Kitimat,Dar-es-Salaam,Northeast Gateway Deepwater Port,Cove Point,Marsa el Brega,Rosarito,Everett,Heibei,Acajutla,Paldiski,Yangshan,Sendai,Cai Mep,Hammerfest,Higashi-Ogishima,Fos Sur Mer,Lianyungang,Sakhalin,Salvador,Bonny,Karratha Gas Plant,Ortona,Mombasa,Fort de France,Map Ta Phut,Barrow Island,Soma,Mejillones,Canaport,Hatsukaichi,Pascagoula,Manzanillo,Mozambique Port,Niigata Higashi,Yuzhny,Jiangsu,AES Andres,Golden Pass,Brownsville,Dahej,Hainan,Gwangyang,Colon,Ningbo,Ashdod,Skikda,Cape Town,Bethioua,Yokkaichi,Sungai Udang,Sagunto,Dunkirk,Guanabara,Jorf Lasfar,Arun,Batangas,Dangjin,Pipavav,Boryeong,Drovyanoy,Bal Haf LNG,Hitachi,Trieste,Puerto Bahia,Gulf Gateway Deepwater Port,Tenerife,Haikou,Bilbao,Jebel Ali,Panama Canal,Krk Island,Tokyo Bay,Yangpu,Chittagong,Neptune,Yung An,Montevideo,Freeport,Taranto,Chita,Coos Bay,Marmara Ereglisi,Porto Empedocle,Taichung,Johore,Ennore,Fukuoko,Panjang,Guangdong,Nagasaki,Gibraltar,Himeji,Jakarta,Sao Francisco do Sul,Darwin,South Hook LNG,Futtsu,Talcahuano,Hachinohe,Dampier,Port Dolphin,Tabangao,Ras Laffan,Hazira,Ho Chi Min City,Altamira,Shimizu,Gladstone,Sakai,Klaipeda,Gangavaram,Jurong Marine Base - Singapore,Vladivostok,Malta,Karachi,Ambon,Kawagoe,Sakaide,Haldia,Teeside,Yanai,Pars LNG Terminal,Mundra,Holyhead,Brass,Port Said,Shtokman,Plaquemines,Abu Dhabi,Limerick,Sines,Ain Sokhna,Dabhol,Idku,Bahia Blanca,Oita,Aqaba,Dili,Tong Yong,Montoir,Kribi,Damietta,Port Arthur,Wilhelmshaven,Elba,Fujian,Samcheog,Prince Rupert,Suez,Mina Al Ahmadi,Bontang,Rovigo,Pyeongtaek
Malacca,768,5594,2818,3527,6987,2677,6992,2219,1578,10007,0,10764,3401,3505,8533,6705,2539,10383,2843,1759,3009,2734,10384,8738,3804,8720,2217,6600,3040,865,5544,5293,2821,3601,12101,7086,1577,2810,2467,6011,7910,10704,2675,2811,3089,,864,1433,1569,10539,7315,1880,6689,1852,2400,9435,1513,10021,2793,9190,10742,9464,2065,870,12093,3038,7092,3093,2616,6884,2694,6849,8458,3310,3100,12106,11253,5276,3040,5115,3132,1474,9197,2928,10918,10689,6864,3048,3040,7939,7439,8959,8675,6000,6362,2978,3214,12203,5654,2841,7994,6981,5301,10343,10755,6190,7927,10356,2950,9853,9858,2326,3246,760,9953,3045,6990,2705,3599,8834,7934,1879,6530,5451,10594,893,1896,3229,10879,10280,2770,11877,8941,4749,3142,6559,2470,10876,12096,12184,2545,1495,2616,11648,2300,5527,6734,5559,7085,2926,13,7062,8627,8768,7562,371,1485,2694,2482,2670,11087,3793,3136,6707,11429,11988,8037,1496,8228,3398,,6663,3052,1424,1409,10343,1760,9056,12135,6334,2925,7254,6168,6411,2106,183,1470,2579,988,1591,2551,7316,2864,899,8943,2128,8455,3039,10155,3399,1883,11766,1485,3524,2465,787,12221,2968,4085,2840,9660,1451,133,3163,6327,2786,1890,2927,2811,1470,8941,2728,3516,2666,8554,7920,5389,10251,11908,3471,8541,7599,5286,2250,5549,9208,2705,5233,1694,2661,8320,7853,5441,12103,8971,11016,2165,2821,6796,5287,3750,1558,6690,2731
Point Fortin,11530,5364,13581,8512,4151,13440,3974,12060,12341,2081,10776,0,14164,14268,3903,5175,13302,7050,13606,9038,7972,13497,2816,4108,8789,4090,12980,5070,13803,10826,5459,5679,13584,8586,2243,3713,12340,13573,13230,5099,4296,544,13438,13574,13852,,11627,11783,12332,388,4615,10553,4480,11693,13163,4679,12276,5264,8300,1730,565,4708,8748,11632,2235,13801,3700,13856,13379,4336,13457,4330,3734,14073,13863,2248,1041,10035,13802,5808,13895,10157,4366,13691,8182,9533,4319,13811,12273,11332,3404,3948,4044,4968,13577,13741,8184,2328,5488,13603,3449,12826,7775,2029,1897,4848,11356,2043,13713,9849,5102,13089,14009,11523,4792,13807,4154,13468,14362,2553,4229,10552,5001,7925,290,11656,10522,13992,7641,2143,13533,2109,10368,7216,13904,5626,13233,692,2238,2300,8552,12257,13379,1181,13062,5468,4059,5391,3712,13689,10779,3861,3996,3246,3256,10418,12247,13457,8480,13433,5922,7054,13899,5177,951,2131,2856,12259,3680,8383,,5133,13814,12187,10621,2030,12522,4224,2270,4735,13688,12182,5235,4376,12868,10945,9935,13342,10499,12354,13314,3459,13626,10618,3576,11520,3730,13802,6822,14162,10556,2039,12247,8509,8589,11550,2331,13730,11465,13603,4903,10188,10896,13926,4445,8284,11680,13689,13574,10520,4287,13491,8501,8381,3800,4163,5370,5087,2093,8456,3637,3315,5496,8605,5271,4633,13468,5778,11369,13424,3757,4364,5346,2245,4340,1718,12928,13584,12862,5472,8734,11478,5161,13494
Otaru,2931,8980,961,6913,10373,786,10377,3270,2080,13393,3393,14149,0,425,11919,10090,1080,9366,1037,5145,6395,1211,13770,12123,7189,12105,1315,9985,753,3752,8929,8679,,6986,15486,10471,2078,1346,1333,9396,11296,14090,784,1008,,,2779,2782,2090,13925,10701,4311,10075,3095,1265,12820,2495,13406,6179,12575,14128,12850,5450,2785,15479,750,10478,,910,10269,1295,10234,11843,230,471,15491,14639,5445,752,8501,386,4859,11269,1464,8317,7536,10249,761,3880,4762,10825,11291,12060,9385,3119,1515,6599,15588,9039,1036,11379,3738,8686,13728,14141,9575,4750,13742,1487,6701,13244,1259,500,2830,13339,757,10376,1314,279,12219,11320,4310,9916,8837,13980,3390,4327,509,8979,13666,908,15263,5789,8134,384,9945,1223,14261,15482,15570,5930,2291,910,15034,1307,8913,10119,8944,10470,886,3396,10447,12012,11975,10947,3757,2211,1171,5867,1145,14472,7179,587,10092,14815,15374,11422,2292,11613,6783,,10048,764,2364,4794,13729,1781,11128,15521,9720,885,4035,9553,9796,1565,3269,4855,950,3874,2043,897,10701,1012,3785,11709,3821,11840,751,9449,322,4314,15152,2211,6909,5850,2857,15606,801,4396,1036,13045,4836,3282,,9712,6171,3330,886,953,4855,12326,864,6901,6051,11939,11305,8775,13636,15294,6856,11926,10984,8671,5636,8935,10811,864,8618,3449,884,11706,11239,8827,15488,12356,14401,1609,,3553,8673,7135,3107,10076,1209
Kushiro,3035,9083,946,7016,10476,884,10481,3112,2183,13497,3497,14253,425,0,12023,10194,1113,9132,882,5249,6499,1297,13874,12227,7293,12209,1360,10089,595,3810,9033,8783,797,7090,15590,10575,2182,1432,1428,9500,11399,14194,882,850,531,,2883,2821,2194,14028,10804,4232,10179,2975,1361,12924,2599,13510,6282,12679,14232,12954,5554,2888,15582,592,10582,497,979,10373,1381,10338,11947,215,541,15595,14743,5240,594,8605,444,4963,10982,1550,8083,7302,10353,603,3675,4530,10929,11005,12164,9489,2906,1601,6703,15692,9143,879,11483,3525,8790,13832,14245,9679,4518,13846,1573,6466,13348,1356,,2933,13442,599,10480,1400,412,12323,11424,4231,10020,8941,14084,3494,4274,,8745,13770,1006,15367,5554,8238,441,10049,1318,14365,15585,15674,6034,2394,979,15138,1408,9017,10223,9048,10574,728,3499,10551,12116,11688,11051,3861,2314,1257,5971,1231,14576,7282,,10196,14919,15478,11526,2396,11717,6887,,10152,606,2468,4898,13833,1885,10841,15625,9824,727,3818,9657,9900,1669,3373,4959,1051,3978,,998,10805,902,3889,11422,3701,11944,594,9217,,4235,15256,2314,7013,5954,2961,15710,644,4191,879,13149,4940,3386,636,9816,6275,3211,728,938,4959,12430,962,7005,6155,12043,11409,8879,13740,15398,6960,12030,11088,8775,5740,9038,10524,962,8722,3329,931,11809,11342,8930,15592,12460,14505,1713,797,3339,8776,7239,3074,10179,1295
Le Havre,9337,3170,11388,6318,1958,11246,1780,10687,10148,2592,8582,3905,11970,12074,0,2982,11108,8890,11412,6844,5779,11303,2828,273,6595,255,10787,2877,11610,9249,3265,6337,11390,6392,4866,1519,10147,11379,11036,2906,4366,3714,11244,11381,11659,,9434,10003,10139,3619,4722,9880,2286,10319,10969,970,10083,1556,6106,3838,3752,1000,6555,9439,4858,11607,1506,11663,11186,2142,11263,2136,365,11879,11669,4871,4157,11875,11609,6465,11702,7963,6208,11497,10022,11373,2126,11617,11465,13172,1197,5791,210,2774,14932,11547,5990,4968,3294,11410,617,14665,8433,2933,3398,2654,13196,2947,11519,11688,1394,10895,11816,9329,1584,11614,1961,11275,12168,4396,4299,9879,2807,8583,3690,9463,9851,11798,9481,2869,11339,4642,12208,7874,11711,3433,11039,3850,4861,4949,6359,10064,11186,4623,10869,3274,1865,6022,1519,11496,8585,1667,162,5088,1263,8224,10054,11263,6287,11239,2718,4860,11705,2984,4417,4753,1596,10066,620,6189,,2940,11621,9993,8427,2934,10329,6067,4900,2542,11495,14022,3041,2182,10675,8752,7742,11149,8907,10161,11120,1266,11433,9041,5418,10456,362,11608,8662,11968,9883,4531,10054,6315,6396,9357,4986,11537,12510,11409,1195,7994,8703,11733,2251,6091,10357,11496,11380,8327,476,11297,6307,6188,467,4233,3176,1882,4673,6262,597,1003,3303,6412,3077,6475,11274,3584,10150,11231,486,4434,3153,4868,506,3692,10735,11390,14702,3279,6541,10026,2967,11301
Koper,7490,1297,9541,4471,1413,9399,1418,8840,8300,4437,6735,5194,10123,10227,2963,0,9261,9744,9565,4997,3932,9456,4814,3167,4748,3150,8940,161,9763,7402,1403,7168,9543,4545,6530,1515,8299,9532,9189,1029,5198,5134,9397,9534,9812,,7586,8156,8292,4969,5553,8033,1117,8472,9122,3865,8236,4450,4259,4772,5172,3894,4708,7592,6523,9760,1522,9816,9338,1312,9416,1276,2887,10032,9822,6535,5683,11300,9762,7297,9854,6116,7074,9650,10876,12228,1292,9770,9618,14027,1869,6657,3104,897,13084,9700,4143,6633,1421,9563,2424,13703,9244,4772,5185,1035,14051,4786,9672,12543,4288,9048,9969,7482,4383,9767,1416,9428,10321,5268,5130,8032,,9394,5024,7616,8004,9951,10335,4710,9492,6307,13063,8691,9864,1555,9192,5305,6526,6614,4512,8217,9338,6078,9022,1416,1163,6853,1514,9649,6738,1491,3056,5954,1991,6377,8207,9416,4439,9392,5516,3013,9858,9,5859,6418,2466,8219,2657,4342,,154,9774,8146,6580,4773,8482,6933,6565,574,9647,13976,1164,852,8828,6905,5895,9302,7060,8314,9273,1745,9586,7193,6284,8609,2884,9761,9516,10121,8036,6196,8207,4468,4548,7510,6650,9690,10663,9562,4089,6147,6856,9885,778,4244,8510,9649,9533,6479,3371,9450,4460,4341,2983,5064,1329,4680,6338,4415,2970,2028,1455,4565,1240,7341,9427,1737,8303,9384,2750,5265,1309,6532,3400,5445,8888,9543,13518,1432,4694,8179,,9454
Kagoshima,2066,8117,350,6050,9510,300,9515,2341,1217,12530,2530,13287,1081,1113,11056,9228,0,9724,384,4282,5532,579,12907,11261,6327,11243,387,9123,595,2889,8067,7816,511,6124,14624,9609,1216,706,583,8534,10433,13227,298,353,759,,1914,1917,1227,13062,9838,3392,9212,2135,516,11958,1633,12544,5316,11713,13265,11987,4588,1920,14616,592,9615,763,327,9407,647,9371,10981,984,770,14629,13776,4900,594,7638,802,3996,10960,824,9035,8265,9387,602,3277,5507,9962,10982,11197,8523,3929,875,5737,14726,8177,382,10517,4547,7824,12866,13278,8712,5495,12879,847,7428,12381,488,813,1967,12476,599,9513,659,1278,11357,10457,3391,9053,7974,13117,2527,3428,795,9638,12803,302,14400,6516,7272,811,9082,538,13399,14619,14707,5067,1428,327,14171,524,8050,9257,8082,9608,479,2533,9585,11149,11291,10085,2894,1346,539,5005,512,13610,6316,703,9230,13952,14511,10560,1430,10751,5921,,9186,606,1502,3932,12866,919,10819,14658,8857,478,4821,8691,8933,729,2407,3992,184,3012,1181,172,9839,402,2922,11400,2861,10978,593,9651,965,3395,14289,1346,6047,4988,1994,14744,523,3820,381,12183,3974,2420,853,8849,5309,2371,479,343,3993,11464,260,6039,5189,11077,10443,7912,12774,14431,5994,11064,10122,7808,4773,8072,10502,237,7756,2489,353,10843,10376,7964,14626,11493,13538,780,511,4362,7810,6273,2208,9213,576
Quintero,10112,9917,9620,11204,8705,9732,8527,9137,10287,8447,10390,7053,9372,9130,8880,9728,9724,0,9556,9494,10686,10213,9056,9084,11481,9066,9751,9623,9293,9742,10012,5520,9781,11278,9168,8266,10286,10348,10236,9653,6757,7411,9730,9524,9515,,9960,,10297,7140,6379,8785,9033,9116,10169,9781,10677,10367,10472,5357,7438,9811,9768,9965,9160,9290,8253,9481,9912,8889,10297,8883,8815,9199,9525,9173,7968,5289,9292,5649,9427,10065,3189,10466,1213,2608,8873,9300,7466,4680,8012,3211,9021,9521,6942,10517,10890,9253,10041,9553,8351,6186,7504,8555,8607,9401,4704,8568,10488,2972,10205,10141,9194,10385,10211,9297,8708,10315,9150,4575,6723,8784,9554,7655,7076,10847,8755,,623,8588,9711,9034,3637,6946,9424,10179,10166,7587,9163,9225,10236,10473,9912,8114,10177,10021,8612,5285,8266,9421,10393,8414,8973,3895,7767,10032,9817,10173,10173,10147,11344,11470,9243,9731,7885,9056,7343,10474,8585,11075,,9686,9304,10546,10529,8555,10025,3047,9195,9289,9419,5543,9788,8929,10126,10313,9843,9842,9594,10256,9830,8013,9576,9713,3629,8666,8812,9291,264,9162,8789,8955,9817,11201,10156,10413,9256,9336,6719,9553,10006,10095,10326,9619,8998,10465,8721,9421,9613,10428,9287,9692,11192,10346,8916,6676,9923,10509,9018,11148,8803,8000,10050,9941,9824,2731,9668,10331,8763,9878,8677,6735,9900,9170,9317,8540,10186,9781,6223,10026,11426,9594,9714,10210
Osaka,2355,8421,92,6354,9814,257,9818,2542,1530,12834,2834,13590,1037,889,11360,9531,384,9558,0,4586,5836,738,13211,11564,6630,11546,655,9426,370,3199,8370,8120,494,6427,14927,9912,1529,873,859,8837,10737,13531,254,42,716,,2203,2174,1540,13366,10141,3620,9516,2363,792,12261,1946,12847,5619,12016,13569,12291,4891,2208,14919,368,9919,720,437,9710,821,9675,11284,839,726,14932,14080,4955,369,7942,758,4300,11069,991,8815,8043,9690,378,3364,5282,10266,11092,11501,8826,3704,1041,6040,15029,8480,14,10820,4323,8127,13169,13582,9016,5270,13183,1013,7204,12685,785,588,2280,12779,375,9817,840,1235,11660,10761,3619,9357,8278,13421,2840,3662,571,9424,13107,183,14704,6292,7575,768,9386,749,13702,14923,15011,5371,1741,437,14475,833,8354,9560,8385,9911,255,2836,9888,11453,11594,10388,3198,1634,698,5308,671,13913,6620,478,9533,14256,14815,10863,1743,11054,6224,,9489,382,1815,4235,13170,1232,10928,14962,9161,253,4596,8994,9237,1037,2710,4296,502,3311,1494,416,10142,48,3222,11509,3089,11281,369,9510,741,3623,14593,1634,6350,5291,2307,15047,299,3894,14,12486,4277,2723,819,9153,5612,2599,255,84,4296,11767,188,6342,5492,11380,10746,8216,13077,14735,6297,11367,10425,8112,5077,8375,10611,220,8059,2717,403,11147,10679,8267,14929,11797,13842,1087,494,4138,8113,6576,2446,9517,735
Kochi,2520,3862,4570,1795,5255,4429,5260,3869,3330,8275,1765,9032,5153,5257,6801,4972,4291,9491,4595,0,1277,4486,8652,7005,2071,6988,3969,4867,4793,2431,3811,4324,4573,1868,10368,5354,3329,4562,4219,4279,6938,8972,4427,4563,4842,,2616,3186,3321,8807,6343,3063,4957,3502,4152,7703,3265,8288,1058,8218,9010,7732,328,2622,10361,4790,5360,4846,4368,5151,4446,5116,6726,5062,4852,10374,9521,6330,4792,4146,4884,1146,8228,4680,10623,11975,5131,4800,4648,9691,5707,7987,6942,4268,8114,4730,1481,10471,3922,4593,6262,8733,4331,8611,9023,4457,9679,8624,4702,11605,8126,4078,4999,2512,8221,4797,5258,4457,5351,7862,6962,3062,4798,4482,8862,2645,3034,4981,10082,8548,4522,10145,10693,,4894,4827,4222,9143,10364,10452,808,3247,4368,9916,4052,3795,5002,4587,5353,4678,1768,5329,6894,7796,5829,1407,3237,4446,745,4422,9354,2061,4888,4975,9697,10256,6304,3248,6495,1666,,4930,4804,3176,1610,8611,3512,8086,10403,4602,4677,9006,4435,4678,3858,1935,925,4331,2090,3343,4303,5584,4616,2223,7970,3639,6722,4791,9263,5151,3066,10034,3237,1792,728,2540,10489,4720,5693,4592,7928,1177,1885,4915,4594,1050,3540,4679,4563,1509,7209,4480,1783,930,6822,6948,3657,8519,10176,1739,6809,5866,3553,514,3817,8238,4457,3501,3333,4413,6588,6881,3709,10370,7238,9283,3917,4573,8548,3555,2017,3208,4958,4483
Qalhat,3770,2785,5820,571,4178,5679,4183,5119,4580,7199,3015,7955,6403,6507,5725,3896,5541,10683,5845,1277,0,5736,7575,5929,848,5911,5219,3791,6042,3681,2735,5516,5823,645,9292,4277,4579,5812,5469,3202,7959,7896,5677,5813,6091,,3866,4435,4571,7730,7535,4313,3881,4752,5402,6626,4515,7212,460,7534,7934,6656,987,3872,9284,6040,4283,6095,5618,4075,5696,4040,5649,6312,6102,9297,8444,7580,6042,5338,6134,2396,9420,5930,11815,13167,4055,6050,5898,10941,4631,9179,5866,3191,9364,5980,242,9394,2845,5842,5185,9983,5523,7534,7946,3381,10929,7548,5952,12855,7050,5328,6248,3762,7144,6047,4181,5707,6601,8030,7892,4312,3721,5674,7786,3895,4284,6231,11274,7472,5772,9069,11943,4971,6144,3750,5472,8067,9287,9375,786,4497,5618,8839,5302,2719,3925,5779,4276,5928,3018,4253,5818,8716,4753,2657,4487,5696,714,5672,8278,984,6138,3898,8620,9180,5228,4498,5419,442,,3854,6054,4426,2860,7535,4762,9278,9327,3526,5927,10256,3359,3602,5107,3185,2175,5581,3340,4593,5553,4507,5866,3473,9046,4889,5646,6041,10455,6401,4316,8958,4487,568,823,3789,9412,5970,6942,5842,6851,2427,3135,6165,3518,441,4790,5929,5813,2759,6132,5730,560,594,5745,7826,2581,7442,9099,515,5732,4790,2477,844,2740,9430,5707,2424,4583,5663,5511,8026,2632,9294,6162,8207,5167,5823,9798,2478,794,4458,3881,5733
Incheon,2275,8315,670,6248,9708,496,9713,2742,1415,12728,2728,13485,1220,1306,11254,9425,583,10222,747,4480,5730,0,13105,11458,6524,11441,740,9320,1047,3087,8264,8014,610,6321,14821,9807,1414,286,577,8732,10631,13425,494,758,903,,2123,2126,1425,13260,10036,3655,9410,2501,510,12156,1830,12741,5514,11911,13463,12185,4786,2129,14814,1044,9813,907,395,9604,340,9569,11179,1111,914,14827,13974,5391,1046,7836,942,4194,11452,415,9356,8583,9584,1054,3746,5805,10160,11474,11395,8721,4183,465,5934,14924,8375,746,10715,4802,8022,13064,13476,8910,5793,13077,437,7740,12579,,1265,2165,12674,1051,9711,396,1390,11555,10655,3654,9251,8172,13315,2725,3671,1247,10004,13001,618,14598,6828,7470,951,9280,431,13596,14817,14905,5265,1626,395,14369,586,8248,9455,8280,9806,931,2731,9782,11347,11488,10282,3092,1554,,5203,146,13807,6514,1155,9428,14150,14709,10757,1628,10948,6119,,9383,1058,1700,4130,13064,1116,11310,14856,9055,930,5094,8889,9131,867,2605,4190,529,3209,1379,491,10037,722,3120,11663,3228,11175,1045,10163,1204,3658,14487,1554,6245,5186,2192,14942,975,4289,745,12381,4172,2618,952,9047,5506,2737,931,663,4190,11662,573,6236,5386,11275,10641,8110,12972,14629,6192,11262,10320,8006,4971,8270,10993,574,7954,2856,450,11041,10574,8162,14823,11691,13736,903,610,4616,8008,6470,2451,9411,78
Quebec,11152,4986,13203,8134,3773,13062,3596,12502,11963,847,10398,2804,13786,13890,2830,4797,12923,9045,13228,8660,7594,13119,0,3034,8410,3016,12602,4692,13425,11064,5081,7294,13206,8207,3160,3335,11962,13195,12852,4721,5324,2405,13060,13196,13474,,11249,11818,11954,2472,5679,11696,4102,12135,12785,3238,11898,3823,7922,3818,2435,3267,8370,11254,3153,13423,3322,13478,13001,3957,13078,3952,2597,13695,13485,3166,2603,12030,13424,7423,13517,9779,6361,13313,10177,11529,3941,13433,13281,13328,3012,5943,2971,4590,15572,13363,7806,3263,5110,13225,2733,14821,9390,1190,1665,4470,13351,1203,13335,11844,3661,12711,13631,11145,3253,13429,3776,13090,13984,4548,5256,11695,4623,9540,,11278,11667,13614,9636,1125,13155,2937,12363,8831,13526,5248,12855,2462,3156,3244,8174,11879,13001,3079,12684,5090,3681,6979,3334,13311,10400,3483,2923,5241,3007,10040,11869,13079,8102,13055,4383,6675,13521,4799,2962,3048,2919,11881,2946,8005,,4755,13436,11809,10243,1190,12144,6220,3195,4357,13310,14177,4856,3998,12490,10567,9557,12964,10723,11976,12936,3081,13248,10856,5571,12271,2593,13424,8817,13784,11699,2826,11869,8131,8211,11172,3281,13352,13460,13225,3462,9809,10518,13548,4067,7906,12173,13311,13196,10142,2846,13113,8122,8003,2612,5190,4992,3548,2968,8078,2444,2849,5118,8227,4893,6628,13090,5400,11965,13046,2801,5391,4968,3163,3051,1965,12550,13206,14857,5094,8356,11841,4782,13116
Rotterdam,9531,3365,11582,6513,2152,11441,1975,10881,10342,2787,8777,4100,12165,12269,284,3176,11302,9084,11607,7039,5973,11498,3023,0,6789,158,10981,3071,11804,9443,3460,6531,11585,6586,5060,1714,10341,11573,11231,3100,4561,3908,11439,11575,11853,,9628,10197,10333,3813,4916,10075,2481,10514,11164,777,10277,1363,6301,4032,3946,806,6749,9633,5052,11801,1700,11857,11380,2336,11457,2331,559,12074,11863,5065,4352,12069,11803,6660,11896,8158,6403,11691,10216,11568,2320,11812,11660,13367,1391,5985,165,2968,15126,11742,6184,5162,3489,11604,812,14860,8627,3128,3592,2848,13390,3141,11714,11883,1200,11090,12010,9524,1397,11808,2155,11469,12363,4590,4493,10074,3001,8777,3884,9657,10046,11993,9675,3063,11534,4837,12402,8069,11905,3627,11234,4045,5056,5144,6553,10258,11380,4817,11063,3468,2060,6217,1713,11690,8779,1861,156,5282,1457,8418,10248,11458,6481,11434,2530,5054,11900,3178,4611,4948,1791,10260,815,6383,,3134,11815,10188,8622,3128,10523,6261,5095,2736,11689,14216,3235,2377,10869,8946,7936,11343,9101,10355,11314,1460,11627,9235,5612,10650,556,11803,8856,12163,10078,4726,10248,6510,6590,9551,5180,11731,12704,11604,1002,8188,8897,11927,2445,6285,10552,11690,11574,8521,302,11492,6501,6382,661,4427,3371,1695,4868,6456,791,1198,3497,6606,3272,6669,11468,3778,10344,11425,681,4628,3347,5062,312,3886,10929,11585,14896,3473,6735,10220,3161,11495
Khor al Zubair,4567,3607,6618,307,5000,6477,5004,5917,5378,8020,3813,8777,7201,7305,6546,4717,6338,11481,6643,2075,849,6534,8397,6750,0,6733,6017,4612,6840,4479,3556,6314,6621,340,10113,5098,5377,6609,6267,4024,8781,8717,6475,6611,6889,,4664,5233,5369,8552,8335,5111,4702,5550,6200,7448,5313,8033,1193,8355,8755,7477,1785,4669,10106,6837,5105,6893,6416,4896,6493,4861,6470,7110,6900,10119,9266,8378,6839,6135,6932,3194,10217,6728,12613,13965,4876,6848,6696,11739,5452,9980,6687,4012,10162,6778,659,10216,3666,6640,6007,10781,6321,8355,8768,4202,11726,8369,6750,13652,7871,6126,7046,4560,7966,6844,5003,6505,7399,8851,8713,5110,4543,6471,8607,4693,5082,7029,12072,8293,6570,9890,12740,5769,6941,4572,6270,8888,10109,10197,1569,5294,6416,9661,6099,3540,4746,6579,5097,6726,3815,5074,6639,9537,5574,3454,5284,6494,1497,6470,9099,1806,6936,4719,9442,10001,6049,5296,6240,513,,4675,6851,5224,3658,8356,5559,10076,10148,4347,6725,11054,4180,4423,5905,3982,2972,6379,4137,5391,6350,5328,6663,4271,9867,5686,6467,6839,11253,7199,5114,9779,5284,414,1606,4587,10233,6767,7740,6640,7672,3224,3933,6963,4339,1171,5588,6726,6611,3557,6954,6528,320,1360,6567,8647,3402,8263,9921,450,6553,5611,3298,1641,3562,10228,6505,3246,5380,6461,6333,8848,3454,10115,6983,9028,5965,6621,10595,3300,176,5256,4703,6531
Isle of Grain,9494,3328,11545,6476,2115,11403,1937,10844,10305,2750,8739,4062,12128,12232,247,3139,11265,9047,11569,7001,5936,11461,2986,157,6752,0,10944,3034,11767,9406,3423,6494,11548,6549,5023,1676,10304,11536,11194,3063,4524,3871,11401,11538,11816,,9591,10160,10296,3776,4879,10037,2443,10477,11126,835,10240,1421,6263,3995,3909,865,6712,9596,5015,11764,1663,11820,11343,2299,11420,2293,522,12037,11826,5028,4314,12032,11766,6623,11859,8121,6366,11654,10179,11530,2283,11775,11622,13329,1354,5948,131,2931,15089,11705,6147,5125,3452,11567,774,14823,8590,3091,3555,2811,13353,3104,11676,11846,1259,11052,11973,9487,1441,11771,2118,11432,12326,4553,4456,10036,2964,8740,3847,9620,10009,11955,9638,3026,11497,4800,12365,8031,11868,3590,11197,4007,5018,5106,6516,10221,11343,4780,11026,3431,2022,6179,1676,11653,8742,1824,118,5245,1420,8381,10211,11420,6444,11396,2575,5017,11863,3141,4574,4910,1753,10223,778,6346,,3097,11778,10150,8585,3091,10486,6224,5057,2699,11652,14179,3198,2340,10832,8909,7899,11306,9064,10318,11277,1423,11590,9198,5575,10613,519,11765,8819,12126,10040,4688,10211,6472,6553,9514,5143,11694,12667,11566,1060,8151,8860,11890,2408,6248,10514,11653,11537,8484,333,11454,6464,6345,624,4390,3334,1739,4830,6419,754,1160,3460,6569,3234,6632,11431,3741,10307,11388,643,4591,3310,5025,373,3849,10892,11548,14859,3436,6698,10183,3124,11458
