from,Bintulu,Limassol,Mizushima,Tombak LNG Terminal,Fos - Cavaou LNG Terminal,Kitakyushu,Barcelona,Tangguh,Chiwan,Halifax,Malacca,Point Fortin,Otaru,Kushiro,Le Havre,Koper,Kagoshima,Quintero,Osaka,Kochi,Qalhat,Incheon,Quebec,Rotterdam,Khor al Zubair,Isle of Grain,Okinawa,Falconara,Ohgishima,Semarang,Hadera,Mossel Bay,Donghae,Bahrain,Cameron,Arzew,Shenzhen,Dalian,Zhangjiagang,Aliaga,Punta Europa,Guayama,Tobata,Wakayama,Nanao,Suez Canal,Seria,Lahad Datu,Zhuhai,Pointe-a-Pitre,Soyo,Pluto,Gioia Tauro,Luwuk,Shanghai,Rostock,Qinzhou,Vyborg,Port Qasim,Pecem,Guayanilla,Swinoujscie,Karwar - South Port,Lumut,Sabine Pass,Negishi,Cartagena,Joetsu,Kwangyang,Panigaglia,Qingdao,Rosignano LNG,Dragon,Hakodate,Shinminato,Lake Charles,Port Esquivel,New Plymouth,Yokohama,Coega,Niigata-Nishi,Kakinada,Escobar,Qinhuangdao,Pampa Melchorita,Balboa,Livorno,Sodegaura,Port Moresby,Costa Azul,Huelva,Rio Grande,Zeebrugge,Revithoussa,Kenai,Tianjin,Fujairah,Corpus Christi,Tripoli,Senboku,El Ferrol,Kitimat,Dar-es-Salaam,Northeast Gateway Deepwater Port,Cove Point,Marsa el Brega,Rosarito,Everett,Heibei,Acajutla,Paldiski,Yangshan,Sendai,Cai Mep,Hammerfest,Higashi-Ogishima,Fos Sur Mer,Lianyungang,Sakhalin,Salvador,Bonny,Karratha Gas Plant,Ortona,Mombasa,Fort de France,Map Ta Phut,Barrow Island,Soma,Mejillones,Canaport,Hatsukaichi,Pascagoula,Manzanillo,Mozambique Port,Niigata Higashi,Yuzhny,Jiangsu,AES Andres,Golden Pass,Brownsville,Dahej,Hainan,Gwangyang,Colon,Ningbo,Ashdod,Skikda,Cape Town,Bethioua,Yokkaichi,Sungai Udang,Sagunto,Dunkirk,Guanabara,Jorf Lasfar,Arun,Batangas,Dangjin,Pipavav,Boryeong,Drovyanoy,Bal Haf LNG,Hitachi,Trieste,Puerto Bahia,Gulf Gateway Deepwater Port,Tenerife,Haikou,Bilbao,Jebel Ali,Panama Canal,Krk Island,Tokyo Bay,Yangpu,Chittagong,Neptune,Yung An,Montevideo,Freeport,Taranto,Chita,Coos Bay,Marmara Ereglisi,Porto Empedocle,Taichung,Johore,Ennore,Fukuoko,Panjang,Guangdong,Nagasaki,Gibraltar,Himeji,Jakarta,Sao Francisco do Sul,Darwin,South Hook LNG,Futtsu,Talcahuano,Hachinohe,Dampier,Port Dolphin,Tabangao,Ras Laffan,Hazira,Ho Chi Min City,Altamira,Shimizu,Gladstone,Sakai,Klaipeda,Gangavaram,Jurong Marine Base - Singapore,Vladivostok,Malta,Karachi,Ambon,Kawagoe,Sakaide,Haldia,Teeside,Yanai,Pars LNG Terminal,Mundra,Holyhead,Brass,Port Said,Shtokman,Plaquemines,Abu Dhabi,Limerick,Sines,Ain Sokhna,Dabhol,Idku,Bahia Blanca,Oita,Aqaba,Dili,Tong Yong,Montoir,Kribi,Damietta,Port Arthur,Wilhelmshaven,Elba,Fujian,Samcheog,Prince Rupert,Suez,Mina Al Ahmadi,Bontang,Rovigo,Pyeongtaek
Malacca,768,12545,2818,3527,11332,2677,11154,2219,1578,12004,0,10885,3401,3505,11528,12356,2539,10383,2843,1759,3009,2734,12506,11732,3804,11715,2217,12251,3040,865,12640,5293,2821,3601,12285,10894,1577,2810,2467,12280,7910,11243,2675,2811,3089,,864,1433,1569,10973,7315,1880,11660,1852,2400,12430,1513,13015,2793,9190,11271,12459,2065,870,12277,3038,10880,3093,2616,11516,2694,11510,11452,3310,3100,12290,11273,5276,3040,5115,3132,1474,9197,2928,10918,10689,11500,3048,3040,7939,10639,8959,11669,12148,6362,2978,3214,12370,12669,2841,10989,6981,5301,12230,12373,12028,7927,12244,2950,9853,12853,2326,3246,760,12915,3045,11335,2705,3599,8834,7934,1879,12181,5451,10909,893,1896,3229,10879,12203,2770,12151,8941,4749,3142,12807,2470,11420,12280,12341,2545,1495,2616,10729,2300,12648,11239,5559,10893,2926,13,11041,11621,8768,10394,371,1485,2694,2482,2670,14049,3793,3136,12358,11002,12172,9982,1496,11222,3398,,12314,3052,1424,1409,12231,1760,9056,12311,11916,2925,7254,12415,11557,2106,183,1470,2579,988,1591,2551,10640,2864,899,8943,2128,11449,3039,10155,3399,1883,12080,1485,3524,2465,787,12373,2968,4085,2840,12654,1451,133,3163,11625,2786,1890,2927,2811,1470,11936,2728,3516,2666,11548,7920,12551,13213,12135,3471,11503,10629,5286,2250,12451,9208,2705,5233,1694,2661,11315,7853,12527,12287,11965,12294,2165,2821,6796,5287,3750,1558,12341,2731
Point Fortin,11369,5364,9308,11625,4151,9371,3974,10658,10604,2081,10888,0,8754,8512,3903,5175,9475,3829,9243,9915,11107,9784,2816,4108,11901,4090,9719,5070,8959,10826,5459,5679,9284,11698,2243,3713,10603,9919,9915,5099,4296,544,9369,9212,9018,,11217,10934,10615,388,4615,10553,4480,10805,9848,4679,11018,5264,10893,1730,565,4708,10189,11223,2235,8956,3700,8984,9466,4336,9868,4330,3734,8702,9028,2248,1041,7937,8958,5808,8930,10486,4366,10037,2662,1220,4319,8967,9424,4062,3404,3948,4044,4968,6324,10087,11311,2328,5488,9241,3449,5569,7775,2029,1897,4848,4086,2043,10059,2083,5102,9842,8767,11333,4792,8963,4154,9886,8532,2553,4229,10552,5001,7925,290,11769,10522,8776,3333,2143,9399,2109,2977,7216,8928,5626,9805,692,2238,2300,10656,10814,9466,1181,9894,5468,4059,5391,3712,9089,10891,3861,3996,3246,3256,10530,10684,9744,10593,9718,5922,11891,8832,5177,951,2131,2856,10815,3680,11495,,5133,8970,10887,10950,2030,10307,4224,2270,4735,9088,4925,5235,4376,10128,11058,10264,9593,10499,10569,9485,3459,9264,10618,3576,10661,3730,8958,4022,8680,10556,2039,10684,11621,10577,11360,2331,9004,9078,9240,4903,10517,11009,9051,4445,10885,10717,9089,9300,10849,4287,9397,11613,10767,3800,4163,5370,5087,2093,11568,3637,3315,13383,10362,5271,4633,9373,13330,10759,9417,3757,4364,5346,2245,4340,1718,10178,9284,5605,13384,11847,11067,5161,9781
Otaru,2931,13823,961,6913,12610,786,12432,3270,2080,9899,3393,8754,0,425,12192,13634,1080,9366,1037,5145,6395,1211,10667,12396,7189,12379,1315,13529,753,3752,13918,8679,,6986,9132,12172,2078,1346,1333,13558,11296,8533,784,1008,,,2779,2782,2090,8752,10701,4311,12939,3095,1265,12833,2495,13418,6179,10364,8503,12862,5450,2785,9124,750,12158,,910,12794,1295,12789,12006,230,471,9137,8120,5445,752,8501,386,4859,11269,1464,8317,7536,12778,761,3880,4762,11853,11291,12333,13426,3119,1515,6599,9217,13947,1036,11806,3738,8686,9732,9445,13306,4750,9745,1487,6701,13256,1259,500,2830,12893,757,12613,1314,279,11188,11320,4310,13459,8837,8735,3390,4327,509,8979,9894,908,8998,5789,8134,384,14085,1223,8385,9127,9188,5930,2291,910,7576,1307,13926,12517,8944,12171,886,3396,12319,12285,11880,11742,3757,2211,1171,5867,1145,14023,7179,587,13636,7849,9019,11399,2292,12037,6783,,13592,764,2364,4794,9732,1781,11128,9158,13194,885,4035,13693,12835,1565,3269,4855,950,3874,2043,897,11918,1012,3785,11709,3821,12003,751,9449,322,4314,8927,2211,6909,5850,2857,9220,801,4396,1036,13057,4836,3282,,12903,6171,3330,886,953,4855,12441,864,6901,6051,12066,11305,13829,13188,8982,6856,11879,11745,8671,5636,13730,10811,864,8618,3449,884,12088,11239,13805,9134,12629,9141,1609,,3553,8673,7135,3107,13619,1209
Kushiro,3035,13588,946,7016,12376,884,12198,3112,2183,9664,3497,8519,425,0,11958,13399,1113,9132,882,5249,6499,1297,10432,12162,7293,12144,1360,13294,595,3810,13683,8783,797,7090,8897,11937,2182,1432,1428,13324,11399,8299,882,850,531,,2883,2821,2194,8518,10804,4232,12704,2975,1361,12598,2599,13184,6282,10130,8269,12628,5554,2888,8890,592,11924,497,979,12560,1381,12554,11772,215,541,8902,7885,5240,594,8605,444,4963,10982,1550,8083,7302,12544,603,3675,4530,11619,11005,12099,13192,2906,1601,6703,8983,13712,879,11572,3525,8790,9497,9211,13072,4518,9511,1573,6466,13022,1356,,2933,12658,599,12379,1400,412,10953,11424,4231,13225,8941,8501,3494,4274,,8745,9660,1006,8763,5554,8238,441,13850,1318,8151,8893,8954,6034,2394,979,7341,1408,13692,12283,9048,11937,728,3499,12085,12051,11646,11507,3861,2314,1257,5971,1231,13789,7282,,13402,7615,8785,11165,2396,11803,6887,,13357,606,2468,4898,9498,1885,10841,8924,12960,727,3818,13459,12600,1669,3373,4959,1051,3978,,998,11684,902,3889,11422,3701,11768,594,9217,,4235,8693,2314,7013,5954,2961,8986,644,4191,879,12823,4940,3386,636,12669,6275,3211,728,938,4959,12206,962,7005,6155,11831,11409,13594,12953,8747,6960,11645,11511,8775,5740,13495,10524,962,8722,3329,931,11854,11342,13571,8899,12395,8907,1713,797,3339,8776,7239,3074,13385,1295
Le Havre,12281,3170,12750,12282,1958,12813,1780,12718,13112,2592,11546,3905,12196,11954,0,2982,12917,7271,12685,10572,11764,13226,2828,273,12559,255,13161,2877,12401,11484,3265,6337,12726,12356,4866,1519,13110,13361,13357,2906,4366,3714,12811,12654,12460,,12378,12440,13103,3619,4722,11210,2286,12351,13290,970,13047,1556,11550,3838,3752,1000,10847,12383,4858,12399,1506,12426,12908,2142,13310,2136,365,12144,12470,4871,4157,11379,12400,6465,12372,11144,6208,13479,6104,4662,2126,12409,12866,7504,1197,5791,210,2774,9766,13530,11969,4968,3294,12683,617,9011,8433,2933,3398,2654,7528,2947,13501,5525,1394,13285,12210,12293,1584,12405,1961,13328,11975,4396,4299,11209,2807,8583,3690,12427,11180,12219,6776,2869,12841,4642,6419,7874,12370,3433,13247,3850,4861,4949,11314,13028,12908,4623,13336,3274,1865,6022,1519,12531,11549,1667,162,5088,1263,11188,12995,13186,11251,13160,2718,12548,12274,2984,4417,4753,1596,13030,620,12153,,2940,12412,12957,11608,2934,13293,6067,4900,2542,12530,8367,3041,2182,13570,11716,10922,13036,11157,13125,12927,1266,12706,11276,5418,12178,362,12400,7464,12122,11214,4531,12995,12279,11234,12321,4986,12446,12520,12682,1195,11174,11667,12493,2251,11543,12338,12531,12742,11507,476,12839,12271,11424,467,4233,3176,1882,4673,12226,597,1003,14041,11020,3077,6475,12816,13988,12027,12859,486,4434,3153,4868,506,3692,13621,12726,9047,14042,12505,12136,2967,13224
Koper,13112,1297,14205,13114,1413,14268,1418,13549,13943,4437,12377,5194,13651,13409,2963,0,14372,8726,14140,11404,12596,14681,4814,3167,13390,3150,14582,161,13856,12315,1403,7168,14181,13187,6530,1515,13942,14816,14812,1029,5198,5134,14266,14109,13915,,13209,13272,13934,4969,5553,12042,1117,13182,14745,3865,13878,4450,12382,4772,5172,3894,11678,13214,6523,13853,1522,13881,14363,1312,14765,1276,2887,13599,13925,6535,5683,12729,13855,7297,13827,11975,7074,14934,7559,6117,1292,13864,14045,8959,1869,6657,3104,897,11221,14984,12800,6633,1421,14138,2424,10466,9264,4772,5185,1035,8983,4786,14956,6980,4288,14690,13664,13125,4383,13860,1416,14783,13429,5268,5130,12041,,9414,5024,13258,12011,13673,8230,4710,14296,6307,7874,8705,13825,1555,14702,5305,6526,6614,12145,13859,14363,6078,14664,1416,1163,6853,1514,13986,12380,1491,3056,5954,1991,12019,13826,14641,12082,14615,5516,13380,13729,9,5859,6418,2466,13861,2657,12984,,154,13867,13788,12439,4773,14124,6933,6565,574,13985,9822,1164,852,14470,12547,11753,14490,11988,13956,14382,1745,14161,12107,6284,13009,2884,13855,8919,13577,12045,6196,13826,13110,12066,13152,6650,13901,13975,14137,4089,12006,12498,13948,778,12374,13169,13986,14197,12338,3371,14294,13102,12256,2983,5064,1329,4680,6338,13057,2970,2028,14872,11851,1240,7341,14270,14819,12858,14314,2750,5265,1309,6532,3400,5445,14530,14181,10502,14873,13336,12967,,14678
Kagoshima,2066,14552,350,6050,13339,300,13161,2341,1217,10628,2530,9482,1081,1113,12921,14363,0,9724,384,4282,5532,579,11396,13125,6327,13107,387,14258,595,2889,14646,7816,511,6124,9860,12900,1216,706,583,14287,10433,9262,298,353,759,,1914,1917,1227,9481,9838,3392,13667,2135,516,13561,1633,14147,5316,11093,9232,13591,4588,1920,9853,592,12887,763,327,13523,647,13517,12735,984,770,9866,8848,4900,594,7638,802,3996,10960,824,9035,8265,13507,602,3277,5507,12582,10982,13062,14155,3929,875,5737,9946,14675,382,12535,4547,7824,10460,10174,14035,5495,10474,847,7428,13985,488,813,1967,13622,599,13342,659,1278,11357,10457,3391,14188,7974,9464,2527,3428,795,9638,10623,302,9726,6516,7272,811,14814,538,9114,9856,9917,5067,1428,327,8304,524,14655,13246,8082,12900,479,2533,13048,13014,11291,12471,2894,1346,539,5005,512,14752,6316,703,14365,8578,9748,12128,1430,12766,5921,,14321,606,1502,3932,10461,919,10819,9887,13923,478,4821,14422,13563,729,2407,3992,184,3012,1181,172,12647,402,2922,11400,2861,12732,593,9651,965,3395,9656,1346,6047,4988,1994,9949,523,3820,381,13786,3974,2420,853,13632,5309,2371,479,343,3993,13169,260,6039,5189,12795,10443,14557,13916,9711,5994,12608,12474,7808,4773,14458,10502,237,7756,2489,353,12817,10376,14534,9862,13358,9870,780,511,4362,7810,6273,2208,14348,576
Quintero,10112,8895,9620,11204,7682,9732,7504,9137,10287,4971,10390,3825,9372,9130,7264,8706,9724,0,9556,9494,10686,10213,5739,7468,11481,7451,9751,8601,9293,9742,8990,5520,9781,11278,4203,7243,10286,10348,10236,8630,6757,3605,9730,9524,9515,,9960,,10297,3824,6379,8785,8010,9116,10169,7904,10677,8490,10472,5357,3575,7934,9768,9965,4196,9290,7230,9481,9912,7866,10297,7860,7078,9199,9525,4209,3191,5289,9292,5649,9427,10065,3189,10466,1213,2608,7850,9300,7466,4680,6925,3211,7405,8498,6942,10517,10890,4289,9019,9553,6878,6186,7504,4803,4517,8378,4704,4817,10488,2972,8328,10141,9194,10385,7965,9297,7685,10315,9150,4575,6723,8784,8531,7655,3807,10847,8755,,623,4966,9711,4070,3637,6946,9424,9157,10166,3457,4199,4260,10236,10473,9912,2647,10177,8998,7589,5285,7243,9421,10393,7391,7357,3895,6814,10032,9817,10173,10173,10147,9095,11470,9243,8708,2921,4091,6471,10474,7109,11075,,8664,9304,10546,10529,4804,10025,3047,4230,8266,9419,5543,8765,7907,10126,10313,9843,9842,9594,10256,9830,6990,9576,9713,3629,8666,7075,9291,264,9162,8789,3999,9817,11201,10156,10413,4292,9336,6719,9553,8129,10095,10326,9619,7975,10465,8721,9421,9613,10428,7512,9692,11192,10346,7138,6676,8901,8259,4054,11148,6951,6817,12962,9941,8801,2731,9668,12910,8763,9878,7160,6735,8877,4205,7701,4213,10186,9781,6223,12964,11426,9594,8691,10210
Osaka,2355,14329,92,6354,13117,257,12939,2542,1530,10405,2834,9260,1037,889,12699,14140,384,9558,0,4586,5836,738,11173,12903,6630,12885,655,14035,370,3199,14424,8120,494,6427,9638,12678,1529,873,859,14065,10737,9040,254,42,716,,2203,2174,1540,9259,10141,3620,13445,2363,792,13339,1946,13925,5619,10871,9010,13368,4891,2208,9630,368,12665,720,437,13301,821,13295,12512,839,726,9643,8626,4955,369,7942,758,4300,11069,991,8815,8043,13285,378,3364,5282,12360,11092,12840,13933,3704,1041,6040,9723,14453,14,12312,4323,8127,10238,9952,13813,5270,10252,1013,7204,13762,785,588,2280,13399,375,13120,840,1235,11660,10761,3619,13966,8278,9241,2840,3662,571,9424,10401,183,9504,6292,7575,768,14591,749,8891,9633,9695,5371,1741,437,8082,833,14433,13024,8385,12678,255,2836,12826,12792,11594,12248,3198,1634,698,5308,671,14530,6620,478,14142,8355,9526,11906,1743,12543,6224,,14098,382,1815,4235,10239,1232,10928,9665,13700,253,4596,14200,13341,1037,2710,4296,502,3311,1494,416,12425,48,3222,11509,3089,12509,369,9510,741,3623,9434,1634,6350,5291,2307,9726,299,3894,14,13564,4277,2723,819,13410,5612,2599,255,84,4296,12947,188,6342,5492,12572,10746,14335,13694,9488,6297,12386,12252,8112,5077,14236,10611,220,8059,2717,403,12595,10679,14311,9640,13136,9648,1087,494,4138,8113,6576,2446,14126,735
Kochi,2520,11572,4570,1795,10360,4429,10182,3869,3330,11031,1765,9913,5153,5257,10556,11384,4291,9491,4595,0,1277,4486,11534,10760,2071,10742,3969,11279,4793,2431,11667,4324,4573,1868,12028,9921,3329,4562,4219,11308,6938,10271,4427,4563,4842,,2616,3186,3321,10001,6343,3063,10688,3502,4152,11457,3265,12043,1058,8218,10299,11487,328,2622,12021,4790,9908,4846,4368,10544,4446,10538,10480,5062,4852,12034,10829,6330,4792,4146,4884,1146,8228,4680,10623,11014,10528,4800,4648,9691,9667,7987,10697,11176,8114,4730,1481,12114,11696,4593,10016,8733,4331,11258,11401,11056,9679,11271,4702,11605,11881,4078,4999,2512,11943,4797,10363,4457,5351,7862,6962,3062,11209,4482,9937,2645,3034,4981,10082,11231,4522,11895,10693,,4894,11835,4222,10448,12024,12085,808,3247,4368,10975,4052,11676,10267,4587,9921,4678,1768,10069,10649,7796,9422,1407,3237,4446,745,4422,13076,2061,4888,11386,10745,11916,9010,3248,10250,1666,,11342,4804,3176,1610,11258,3512,8086,12055,10944,4677,9006,11443,10584,3858,1935,925,4331,2090,3343,4303,9668,4616,2223,7970,3639,10477,4791,9263,5151,3066,11813,3237,1792,728,2540,12117,4720,5693,4592,11682,1177,1885,4915,10653,1050,3540,4679,4563,1509,10963,4480,1783,930,10576,6948,11578,12241,11879,1739,10531,9657,3553,514,11479,8238,4457,3501,3333,4413,10342,6881,11555,12030,10993,11392,3917,4573,8548,3555,2017,3208,11369,4483
Qalhat,3770,12764,5820,571,11552,5679,11374,5119,4580,12223,3015,11105,6403,6507,11748,12576,5541,10683,5845,1277,0,5736,12726,11952,848,11934,5219,12471,6042,3681,12859,5516,5823,645,13220,11113,4579,5812,5469,12500,8130,11463,5677,5813,6091,,3866,4435,4571,11193,7535,4313,11880,4752,5402,12649,4515,13235,460,9410,11491,12679,987,3872,13213,6040,11100,6095,5618,11736,5696,11730,11672,6312,6102,13226,12021,7580,6042,5338,6134,2396,9420,5930,11815,12206,11720,6050,5898,10941,10859,9179,11889,12368,9364,5980,242,13306,12888,5842,11208,9983,5523,12450,12593,12248,10929,12463,5952,12855,13073,5328,6248,3762,13135,6047,11555,5707,6601,9054,8154,4312,12401,5674,11129,3895,4284,6231,11274,12423,5772,13087,11943,4971,6144,13027,5472,11640,13216,13277,786,4497,5618,12167,5302,12868,11459,5779,11113,5928,3018,11261,11841,8988,10614,2657,4487,5696,714,5672,14268,984,6138,12578,11937,13108,10202,4498,11442,442,,12534,6054,4426,2860,12450,4762,9278,13247,12136,5927,10256,12635,11776,5107,3185,2175,5581,3340,4593,5553,10860,5866,3473,9162,4889,11669,6041,10455,6401,4316,13005,4487,568,823,3789,13309,5970,6942,5842,12874,2427,3135,6165,11845,441,4790,5929,5813,2759,12155,5730,560,594,11768,8140,12770,13433,13071,515,11723,10849,2477,844,12671,9430,5707,2424,4583,5663,11534,8073,12747,13222,12185,12584,5167,5823,9798,2478,794,4458,12561,5733
Incheon,2275,14869,670,6248,13657,496,13479,2742,1415,10945,2728,9800,1220,1306,13239,14680,583,10222,747,4480,5730,0,11713,13443,6524,13425,740,14575,1047,3087,14964,8014,610,6321,10178,13218,1414,286,577,14605,10631,9580,494,758,903,,2123,2126,1425,9799,10036,3655,13985,2501,510,13879,1830,14465,5514,11411,9550,13908,4786,2129,10170,1044,13205,907,395,13841,340,13835,13052,1111,914,10183,9166,5391,1046,7836,942,4194,11452,415,9356,8583,13825,1054,3746,5805,12900,11474,13380,14473,4183,465,5934,10263,14993,746,12852,4802,8022,10778,10492,14353,5793,10792,437,7740,14302,,1265,2165,13939,1051,13660,396,1390,11555,10655,3654,14506,8172,9781,2725,3671,1247,10004,10941,618,10044,6828,7470,951,15131,431,9431,10174,10235,5265,1626,395,8622,586,14973,13564,8280,13218,931,2731,13366,13332,11488,12788,3092,1554,,5203,146,15070,6514,1155,14682,8895,10066,12446,1628,13083,6119,,14638,1058,1700,4130,10779,1116,11310,10205,14240,930,5094,14740,13881,867,2605,4190,529,3209,1379,491,12965,722,3120,11663,3228,13049,1045,10163,1204,3658,9974,1554,6245,5186,2192,10266,975,4289,745,14104,4172,2618,952,13950,5506,2737,931,663,4190,13487,573,6236,5386,13112,10641,14875,14234,10028,6192,12926,12792,8006,4971,14776,10993,574,7954,2856,450,13135,10574,14851,10180,13676,10188,903,610,4616,8008,6470,2451,14666,78
Quebec,13267,4986,11206,13239,3773,11269,3596,12556,12502,847,12503,2804,10652,10410,2830,4797,11373,5727,11141,11530,12722,11682,0,3034,13516,3016,11617,4692,10857,12441,5081,7294,11181,13313,3160,3335,12501,11817,11813,4721,5324,2405,11267,11109,10915,,13115,12832,12512,2472,5679,12168,4102,12703,11746,3238,12916,3823,12508,3818,2435,3267,11804,13120,3153,10854,3322,10882,11364,3957,11765,3952,2597,10600,10926,3166,2603,9835,10856,7423,10828,12101,6361,11935,4559,3118,3941,10864,11321,5960,3012,5943,2971,4590,8222,11985,12926,3263,5110,11139,2733,7466,9390,1190,1665,4470,5984,1203,11957,3981,3661,11740,10665,13231,3253,10861,3776,11784,10430,4548,5256,12167,4623,9540,,13384,12137,10674,5231,1125,11297,2937,4875,8831,10825,5248,11702,2462,3156,3244,12271,12711,11364,3079,11792,5090,3681,6979,3334,10987,12506,3483,2923,5241,3007,12145,12582,11642,12208,11615,4383,13506,10730,4799,2962,3048,2919,12713,2946,13110,,4755,10868,12785,12565,1190,12204,6220,3195,4357,10985,6823,4856,3998,12026,12673,11879,11491,12114,12467,11382,3081,11162,12233,5571,12559,2593,10855,5920,10577,12171,2826,12582,13236,12192,13258,3281,10902,10976,11138,3462,12132,12624,10949,4067,12500,12614,10987,11198,12464,2846,11294,13228,12382,2612,5190,4992,3548,2968,13183,2444,2849,14998,11977,4893,6628,11271,14945,12657,11315,2801,5391,4968,3163,3051,1965,12076,11181,7503,14999,13462,12964,4782,11679
Rotterdam,12475,3365,12945,12477,2152,13007,1975,12912,13306,2787,11741,4100,12391,12149,284,3176,13112,7465,12880,10767,11959,13421,3023,0,12753,158,13356,3071,12596,11678,3460,6531,12920,12550,5060,1714,13305,13556,13551,3100,4561,3908,13005,12848,12654,,12572,12635,13297,3813,4916,11405,2481,12545,13484,777,13241,1363,11745,4032,3946,806,11041,12577,5052,12593,1700,12621,13102,2336,13504,2331,559,12338,12664,5065,4352,11574,12595,6660,12567,11338,6403,13674,6298,4857,2320,12603,13060,7699,1391,5985,165,2968,9961,13724,12163,5162,3489,12877,812,9205,8627,3128,3592,2848,7722,3141,13696,5719,1200,13479,12404,12488,1397,12600,2155,13523,12169,4590,4493,11404,3001,8777,3884,12621,11374,12413,6970,3063,13035,4837,6614,8069,12564,3627,13441,4045,5056,5144,11508,13222,13102,4817,13531,3468,2060,6217,1713,12725,11743,1861,156,5282,1457,11382,13190,13381,11446,13354,2530,12743,12468,3178,4611,4948,1791,13224,815,12347,,3134,12607,13152,11802,3128,13487,6261,5095,2736,12724,8562,3235,2377,13765,11910,11117,13230,11351,13319,13121,1460,12900,11470,5612,12372,556,12594,7659,12316,11408,4726,13190,12473,11429,12515,5180,12641,12714,12877,1002,11369,11861,12688,2445,11737,12532,12725,12937,11701,302,13033,12465,11619,661,4427,3371,1695,4868,12420,791,1198,14235,11214,3272,6669,13010,14183,12221,13054,681,4628,3347,5062,312,3886,13815,12920,9242,14237,12699,12330,3161,13418
Khor al Zubair,4567,13565,6618,307,12352,6477,12174,5917,5378,13024,3813,11905,7201,7305,12548,13376,6338,11481,6643,2075,849,6534,13527,12752,0,12735,6017,13271,6840,4479,13660,6314,6621,340,14021,11914,5377,6609,6267,13300,8930,12263,6475,6611,6889,,4664,5233,5369,11993,8335,5111,12681,5550,6200,13450,5313,14035,1193,10210,12291,13479,1785,4669,14013,6837,11900,6893,6416,12536,6493,12531,12472,7110,6900,14026,12821,8378,6839,6135,6932,3194,10217,6728,12613,13007,12520,6848,6696,11739,11659,9980,12689,13168,10162,6778,659,14106,13689,6640,12009,10781,6321,13250,13393,13048,11726,13264,6750,13652,13873,6126,7046,4560,13935,6844,12355,6505,7399,9854,8955,5110,13201,6471,11929,4693,5082,7029,12072,13224,6570,13887,12740,5769,6941,13827,6270,12440,14016,14077,1569,5294,6416,12967,6099,13668,12259,6579,11913,6726,3815,12061,12641,9788,11414,3454,5284,6494,1497,6470,15069,1806,6936,13378,12738,13908,11002,5296,12242,513,,13334,6851,5224,3658,13251,5559,10076,14047,12936,6725,11054,13435,12577,5905,3982,2972,6379,4137,5391,6350,11660,6663,4271,9963,5686,12469,6839,11253,7199,5114,13805,5284,414,1606,4587,14109,6767,7740,6640,13674,3224,3933,6963,12645,1171,5588,6726,6611,3557,12956,6528,320,1360,12569,8940,13571,14233,13871,450,12524,11649,3298,1641,13472,10228,6505,3246,5380,6461,12335,8873,13547,14023,12985,13384,5965,6621,10595,3300,176,5256,13361,6531
Isle of Grain,12438,3328,12907,12439,2115,12970,1937,12875,13269,2750,11703,4062,12354,12111,247,3139,13074,7428,12843,10730,11922,13383,2986,157,12716,0,13318,3034,12558,11641,3423,6494,12883,12513,5023,1676,13268,13518,13514,3063,4524,3871,12968,12811,12617,,12535,12598,13260,3776,4879,11368,2443,12508,13447,835,13204,1421,11708,3995,3909,865,11004,12540,5015,12556,1663,12583,13065,2299,13467,2293,522,12301,12627,5028,4314,11536,12557,6623,12530,11301,6366,13636,6261,4819,2283,12566,13023,7661,1354,5948,131,2931,9924,13687,12126,5125,3452,12840,774,9168,8590,3091,3555,2811,7685,3104,13659,5682,1259,13442,12367,12451,1441,12563,2118,13486,12132,4553,4456,11367,2964,8740,3847,12584,11337,12376,6933,3026,12998,4800,6576,8031,12527,3590,13404,4007,5018,5106,11471,13185,13065,4780,13494,3431,2022,6179,1676,12688,11706,1824,118,5245,1420,11345,13152,13343,11408,13317,2575,12706,12431,3141,4574,4910,1753,13187,778,12310,,3097,12569,13114,11765,3091,13450,6224,5057,2699,12687,8525,3198,2340,13727,11873,11079,13193,11314,13282,13084,1423,12863,11433,5575,12335,519,12557,7621,12279,11371,4688,13152,12436,11392,12478,5143,12604,12677,12840,1060,11332,11824,12650,2408,11700,12495,12688,12899,11664,333,12996,12428,11582,624,4390,3334,1739,4830,12383,754,1160,14198,11177,3234,6632,12973,14145,12184,13017,643,4591,3310,5025,373,3849,13778,12883,9205,14199,12662,12293,3124,13381
